Step,Firm1 Deposits,Firm1 Loans,Firm2 Deposits,Firm2 Loans,Firm3 Deposits,Firm3 Loans,Household1 Deposits,Household1 Loans,Household2 Deposits,Household2 Loans,Household3 Deposits,Household3 Loans,Bank Deposist,Bank Loans
59,-42513.0766328935,7961.591657838029,-42513.07663289328,7961.591657837993,-42513.07663289333,7961.591657838,-43.45257433630384,0.0,-43.45257433630384,0.0,-43.45257433630381,0.0,23884.774973514024,127669.58762168902
60,-42502.54476849869,7963.49683485524,-42502.54476849847,7963.4968348552,-42502.54476849853,7963.496834855209,-43.29303842911956,0.0,-43.29303842911956,0.0,-43.29303842911956,0.0,23890.49050456565,127637.51342078304
61,-42494.74372563934,7964.479504291248,-42494.743725639106,7964.479504291205,-42494.74372563918,7964.479504291216,-43.05417275083106,0.0,-43.05417275083106,0.0,-43.05417275083104,0.0,23893.43851287367,127613.39369517012
62,-42511.489564058626,7963.7294300796,-42511.48956405837,7963.729430079553,-42511.48956405846,7963.729430079566,-43.19392656803616,0.0,-43.19392656803616,0.0,-43.19392656803615,0.0,23891.188290238715,127664.05047187956
63,-42513.544408043235,7961.515479708281,-42513.544408042995,7961.515479708233,-42513.54440804307,7961.515479708247,-43.446230682246565,0.0,-43.446230682246565,0.0,-43.44623068224655,0.0,23884.546439124766,127670.97191617604
64,-42504.5507487273,7960.266711398155,-42504.550748727044,7960.266711398109,-42504.550748727124,7960.266711398122,-43.567444990772415,0.0,-43.567444990772415,0.0,-43.5674449907724,0.0,23880.80013419439,127644.35458115379
65,-42510.083404086894,7960.291259219317,-42510.083404086654,7960.291259219271,-42510.08340408674,7960.291259219285,-43.76323474362914,0.0,-43.76323474362914,0.0,-43.76323474362914,0.0,23880.873777657875,127661.53991649118
66,-42499.875766756195,7960.565871835035,-42499.875766755955,7960.56587183499,-42499.87576675604,7960.565871835005,-43.7632420733906,0.0,-43.763242073390586,0.0,-43.7632420733906,0.0,23881.69761550503,127630.91702648836
67,-42478.63056030281,7961.295585701986,-42478.630560302576,7961.2955857019415,-42478.63056030267,7961.295585701959,-43.43230091105279,0.0,-43.43230091105279,0.0,-43.43230091105279,0.0,23883.886757105887,127566.18858364121
68,-42513.600066503146,7961.363301338253,-42513.6000665029,7961.363301338207,-42513.600066503,7961.363301338226,-43.74384460455475,0.0,-43.74384460455475,0.0,-43.74384460455475,0.0,23884.089904014683,127672.03173332271
69,-42483.96714876034,7959.474904608018,-42483.96714876008,7959.4749046079705,-42483.9671487602,7959.4749046079905,-43.61345345132436,0.0,-43.61345345132436,0.0,-43.61345345132436,0.0,23878.42471382398,127582.7418066346
70,-42481.25897428653,7959.353015577668,-42481.25897428628,7959.353015577618,-42481.25897428639,7959.35301557764,-43.49114411431238,0.0,-43.49114411431238,0.0,-43.49114411431238,0.0,23878.059046732924,127574.25035520214
71,-42495.14352303377,7958.44685412499,-42495.14352303349,7958.446854124937,-42495.143523033614,7958.446854124961,-43.65761581415076,0.0,-43.65761581415076,0.0,-43.65761581415076,0.0,23875.340562374888,127616.40341654333
72,-42493.32690218176,7957.144795130093,-42493.32690218149,7957.144795130042,-42493.32690218162,7957.144795130066,-43.81043287582065,0.0,-43.810432875820666,0.0,-43.810432875820666,0.0,23871.434385390203,127611.41200517233
73,-42496.82665189511,7957.012340194735,-42496.826651894844,7957.012340194686,-42496.82665189498,7957.012340194709,-43.987798053099155,0.0,-43.987798053099155,0.0,-43.987798053099155,0.0,23871.037020584132,127622.44334984425
74,-42480.63665459416,7957.613537373676,-42480.6366545939,7957.613537373627,-42480.63665459403,7957.613537373652,-43.850466569430566,0.0,-43.850466569430566,0.0,-43.850466569430566,0.0,23872.840612120955,127573.46136349038
75,-42499.553199988506,7958.743245166754,-42499.55319998824,7958.743245166705,-42499.55319998838,7958.743245166732,-44.00613432855751,0.0,-44.00613432855751,0.0,-44.00613432855751,0.0,23876.22973550019,127630.6780029508
76,-42488.62406616188,7958.699252119032,-42488.62406616161,7958.699252118982,-42488.62406616176,7958.699252119011,-43.96798269539684,0.0,-43.96798269539683,0.0,-43.96798269539684,0.0,23876.097756357027,127597.77614657144
77,-42486.40086341596,7959.169078412122,-42486.40086341568,7959.169078412071,-42486.400863415845,7959.169078412101,-43.900213352907116,0.0,-43.900213352907116,0.0,-43.900213352907116,0.0,23877.507235236295,127590.9032303062
78,-42503.44587976466,7959.063756805767,-42503.44587976437,7959.0637568057155,-42503.44587976454,7959.0637568057455,-44.13491657386358,0.0,-44.13491657386356,0.0,-44.13491657386358,0.0,23877.19127041723,127642.74238901513
79,-42479.35597680386,7958.444758749156,-42479.355976803556,7958.444758749102,-42479.35597680374,7958.444758749134,-43.974289378306935,0.0,-43.974289378306935,0.0,-43.97428937830692,0.0,23875.33427624739,127569.99079854607
80,-42499.71129678069,7958.8800318264275,-42499.71129678038,7958.88003182637,-42499.71129678057,7958.880031826406,-44.16710241900951,0.0,-44.16710241900954,0.0,-44.16710241900954,0.0,23876.640095479204,127631.63519759866
81,-42486.41612019568,7958.215433485707,-42486.41612019536,7958.215433485647,-42486.41612019557,7958.215433485684,-44.14405746092167,0.0,-44.1440574609217,0.0,-44.1440574609217,0.0,23874.64630045704,127591.68053296937
82,-42496.00431619397,7958.445149312776,-42496.00431619365,7958.445149312716,-42496.00431619387,7958.445149312754,-44.28071087003774,0.0,-44.28071087003775,0.0,-44.28071087003775,0.0,23875.335447938247,127620.85508119162
83,-42489.66677115534,7958.288274264769,-42489.66677115501,7958.288274264709,-42489.666771155236,7958.288274264749,-44.304353034011484,0.0,-44.3043530340115,0.0,-44.304353034011484,0.0,23874.864822794225,127601.91337256761
84,-42498.8206101422,7958.585997490777,-42498.82061014187,7958.585997490718,-42498.82061014211,7958.585997490759,-44.4699827371559,0.0,-44.46998273715592,0.0,-44.4699827371559,0.0,23875.757992472256,127629.87177863764
85,-42485.51567620796,7958.649407855878,-42485.51567620764,7958.649407855817,-42485.51567620788,7958.649407855861,-44.399949849155405,0.0,-44.39994984915539,0.0,-44.39994984915539,0.0,23875.948223567553,127589.74687817093
86,-42473.1090727085,7959.161338615072,-42473.109072708176,7959.161338615009,-42473.10907270843,7959.161338615055,-44.15099574285482,0.0,-44.15099574285482,0.0,-44.15099574285482,0.0,23877.484015845137,127551.78020535369
87,-42478.37928843562,7958.872647704829,-42478.37928843529,7958.872647704766,-42478.37928843555,7958.872647704812,-44.0725164728148,0.0,-44.07251647281478,0.0,-44.0725164728148,0.0,23876.61794311441,127567.3554147249
88,-42482.95324442438,7957.2761639919445,-42482.953244424054,7957.276163991882,-42482.953244424294,7957.276163991927,-44.15693885333546,0.0,-44.15693885333545,0.0,-44.15693885333546,0.0,23871.828491975753,127581.33054983272
89,-42462.376552344635,7955.729304790484,-42462.3765523443,7955.729304790422,-42462.37655234455,7955.729304790468,-43.960455022927945,0.0,-43.960455022927945,0.0,-43.960455022927945,0.0,23867.187914371374,127519.01102210226
90,-42490.79573542496,7955.106148430003,-42490.79573542463,7955.106148429942,-42490.79573542488,7955.106148429988,-44.27504285437006,0.0,-44.27504285437006,0.0,-44.27504285437006,0.0,23865.318445289933,127605.21233483756
91,-42465.71924565577,7953.9277212305715,-42465.71924565544,7953.9277212305105,-42465.71924565571,7953.927721230559,-44.15475041909441,0.0,-44.15475041909444,0.0,-44.15475041909444,0.0,23861.78316369164,127529.6219882242
92,-42476.95061995246,7954.769958791003,-42476.95061995213,7954.769958790941,-42476.95061995242,7954.769958790994,-44.1945822168386,0.0,-44.194582216838626,0.0,-44.194582216838626,0.0,23864.30987637294,127563.43560650751
93,-42454.709848304745,7954.963088391655,-42454.7098483044,7954.9630883915925,-42454.7098483047,7954.963088391647,-43.862314353876656,0.0,-43.862314353876656,0.0,-43.86231435387667,0.0,23864.889265174894,127495.71648797549
94,-42476.13453119809,7955.413262462699,-42476.13453119775,7955.413262462636,-42476.134531198055,7955.413262462694,-43.916588945734304,0.0,-43.91658894573432,0.0,-43.916588945734276,0.0,23866.239787388025,127560.15336043111
95,-42467.08888192414,7954.333718470253,-42467.0888819238,7954.3337184701895,-42467.088881924115,7954.333718470248,-43.847213698131284,0.0,-43.8472136981313,0.0,-43.847213698131284,0.0,23863.001155410693,127532.80828686644
96,-42473.774219851155,7954.078241661523,-42473.77421985081,7954.078241661459,-42473.77421985113,7954.0782416615175,-43.89263877697728,0.0,-43.89263877697729,0.0,-43.89263877697729,0.0,23862.234724984497,127553.00057588403
97,-42494.23695703336,7953.861506335651,-42494.23695703303,7953.861506335588,-42494.23695703334,7953.8615063356465,-44.24123107331479,0.0,-44.24123107331479,0.0,-44.24123107331479,0.0,23861.584519006887,127615.43456431969
98,-42487.515177779926,7954.2151048463165,-42487.51517777959,7954.215104846254,-42487.51517777989,7954.215104846312,-44.37241962084859,0.0,-44.37241962084859,0.0,-44.37241962084859,0.0,23862.64531453888,127595.66279220194
99,-42471.591771483116,7956.251180943482,-42471.591771482774,7956.251180943419,-42471.59177148307,7956.251180943477,-44.13750851422438,0.0,-44.13750851422438,0.0,-44.13750851422441,0.0,23868.753542830378,127547.18783999163
100,-42483.13655491757,7958.234046549878,-42483.13655491722,7958.234046549815,-42483.13655491751,7958.23404654987,-44.068293516879265,0.0,-44.068293516879265,0.0,-44.068293516879265,0.0,23874.702139649566,127581.61454530293
101,-42492.69762086248,7958.342884955435,-42492.69762086215,7958.342884955372,-42492.69762086243,7958.342884955426,-44.17270714830062,0.0,-44.17270714830062,0.0,-44.17270714830062,0.0,23875.02865486623,127610.61098403194
102,-42482.55889360784,7957.912805792761,-42482.558893607515,7957.912805792699,-42482.5588936078,7957.912805792753,-44.120657417702134,0.0,-44.12065741770215,0.0,-44.120657417702134,0.0,23873.738417378212,127580.03865307626
103,-42498.51146693797,7957.930967915477,-42498.51146693766,7957.930967915417,-42498.51146693793,7957.9309679154685,-44.34146040443842,0.0,-44.34146040443842,0.0,-44.34146040443842,0.0,23873.792903746365,127628.55878202687
104,-42468.235574335326,7957.550427464814,-42468.23557433501,7957.550427464756,-42468.235574335304,7957.550427464808,-44.05917079481239,0.0,-44.05917079481239,0.0,-44.059170794812374,0.0,23872.651282394378,127536.88423539008
105,-42472.43673906351,7958.139899429325,-42472.436739063174,7958.139899429266,-42472.43673906349,7958.13989942932,-43.896640828027245,0.0,-43.896640828027245,0.0,-43.89664082802723,0.0,23874.41969828791,127549.00013967424
106,-42496.2741741342,7957.085366013318,-42496.27417413388,7957.08536601326,-42496.274174134196,7957.085366013315,-44.19404637880859,0.0,-44.19404637880861,0.0,-44.19404637880861,0.0,23871.256098039892,127621.40466153869
107,-42468.67316197047,7955.572854948199,-42468.67316197014,7955.572854948139,-42468.67316197046,7955.572854948196,-44.04552341777189,0.0,-44.045523417771875,0.0,-44.045523417771875,0.0,23866.718564844534,127538.15605616439
108,-42481.685320290126,7955.954528716738,-42481.68532028978,7955.954528716676,-42481.68532029011,7955.954528716737,-44.117151263897384,0.0,-44.11715126389737,0.0,-44.11715126389737,0.0,23867.863586150153,127577.40741466169
109,-42496.949832396785,7955.594903137697,-42496.949832396436,7955.594903137633,-42496.94983239677,7955.594903137695,-44.42377331974879,0.0,-44.42377331974879,0.0,-44.423773319748776,0.0,23866.784709413027,127624.12081714925
110,-42470.00527200523,7955.7563611465785,-42470.00527200486,7955.756361146512,-42470.00527200521,7955.756361146576,-44.223524936451156,0.0,-44.223524936451184,0.0,-44.223524936451184,0.0,23867.269083439664,127542.68639082467
111,-42470.72355333407,7957.277021307598,-42470.723553333686,7957.277021307528,-42470.723553334035,7957.277021307592,-44.026158161420796,0.0,-44.02615816142081,0.0,-44.026158161420796,0.0,23871.83106392272,127544.24913448605
112,-42470.66632225479,7957.309706265336,-42470.666322254394,7957.309706265264,-42470.66632225476,7957.309706265329,-43.879361186214865,0.0,-43.879361186214894,0.0,-43.87936118621488,0.0,23871.92911879593,127543.63705032258
113,-42464.01764574146,7956.348907868924,-42464.01764574108,7956.348907868852,-42464.01764574144,7956.348907868918,-43.702781860326795,0.0,-43.70278186032682,0.0,-43.70278186032681,0.0,23869.046723606694,127523.16128280494
114,-42481.53301144566,7955.051154800965,-42481.53301144528,7955.051154800893,-42481.533011445645,7955.051154800962,-43.88365834659881,0.0,-43.883658346598835,0.0,-43.88365834659881,0.0,23865.15346440282,127576.25000937637
115,-42455.535437574246,7953.539307498396,-42455.53543757387,7953.539307498324,-42455.53543757423,7953.539307498393,-43.660043170956854,0.0,-43.66004317095688,0.0,-43.66004317095687,0.0,23860.617922495116,127497.58644223522
116,-42447.558928334925,7953.652291236493,-42447.55892833457,7953.652291236423,-42447.55892833491,7953.65229123649,-43.3436652962087,0.0,-43.3436652962087,0.0,-43.3436652962087,0.0,23860.956873709405,127472.70778089303
117,-42456.83765551804,7953.0478470333865,-42456.837655517695,7953.047847033318,-42456.83765551803,7953.047847033385,-43.24386591134751,0.0,-43.24386591134753,0.0,-43.24386591134751,0.0,23859.14354110009,127500.2445642878
118,-42454.7037176251,7951.617097531891,-42454.70371762477,7951.6170975318255,-42454.7037176251,7951.617097531889,-43.15736096274303,0.0,-43.15736096274301,0.0,-43.15736096274301,0.0,23854.851292595606,127493.5832357632
119,-42449.844275784424,7950.786111567954,-42449.844275784104,7950.786111567892,-42449.844275784424,7950.786111567953,-43.00908589955992,0.0,-43.009085899559935,0.0,-43.009085899559935,0.0,23852.3583347038,127478.56008505163
120,-42438.783495848,7950.530344646223,-42438.78349584766,7950.53034464616,-42438.783495848,7950.530344646223,-42.6953479243291,0.0,-42.695347924329084,0.0,-42.6953479243291,0.0,23851.591033938606,127444.43653131666
121,-42457.85598501967,7950.43107896222,-42457.855985019334,7950.43107896216,-42457.85598501967,7950.43107896222,-42.70137813677765,0.0,-42.70137813677765,0.0,-42.70137813677765,0.0,23851.293236886602,127501.67208946901
122,-42462.35635943191,7949.710484889452,-42462.35635943158,7949.7104848893905,-42462.35635943192,7949.710484889452,-42.7502346212075,0.0,-42.7502346212075,0.0,-42.75023462120748,0.0,23849.13145466829,127515.31978215904
123,-42487.93598529927,7950.1476535497895,-42487.93598529892,7950.147653549725,-42487.93598529928,7950.1476535497895,-43.111315303567125,0.0,-43.11131530356714,0.0,-43.11131530356714,0.0,23850.442960649307,127593.14190180817
124,-42484.88716468732,7951.537275326614,-42484.887164686945,7951.537275326546,-42484.88716468734,7951.537275326615,-43.24184776277859,0.0,-43.24184776277859,0.0,-43.241847762778605,0.0,23854.611825979773,127584.38703734992
125,-42495.25454198751,7954.845455128344,-42495.254541987124,7954.845455128275,-42495.25454198752,7954.845455128347,-43.34582295890807,0.0,-43.34582295890807,0.0,-43.34582295890807,0.0,23864.536365384967,127615.80109483891
126,-42490.2709248294,7958.047885846288,-42490.270924829005,7958.047885846216,-42490.270924829405,7958.047885846291,-43.21842494401268,0.0,-43.21842494401268,0.0,-43.21842494401268,0.0,23874.143657538796,127600.46804931984
127,-42515.01149460325,7960.710592330432,-42515.01149460283,7960.710592330356,-42515.01149460325,7960.710592330433,-43.41005338838117,0.0,-43.41005338838117,0.0,-43.41005338838117,0.0,23882.13177699122,127675.26464397447
