Step,Firm1 Deposits,Firm1 Loans,Firm2 Deposits,Firm2 Loans,Firm3 Deposits,Firm3 Loans,Household1 Deposits,Household1 Loans,Household2 Deposits,Household2 Loans,Household3 Deposits,Household3 Loans,Bank Deposist,Bank Loans
128,-42495.7655202186,7961.6687038523605,-42495.76552021818,7961.668703852283,-42495.765520218585,7961.6687038523605,-43.244687110096606,0.0,-43.24468711009662,0.0,-43.24468711009662,0.0,23885.006111557006,127617.03062198564
129,-42481.576866305346,7962.805551287689,-42481.5768663049,7962.805551287609,-42481.57686630533,7962.805551287687,-42.888737187681315,0.0,-42.88873718768133,0.0,-42.88873718768133,0.0,23888.416653862987,127573.39681047863
130,-42470.961025543496,7962.311883135076,-42470.961025543045,7962.311883134993,-42470.961025543475,7962.311883135072,-42.5052795763049,0.0,-42.5052795763049,0.0,-42.5052795763049,0.0,23886.93564940514,127540.39891535894
131,-42485.34183370203,7959.887651180296,-42485.341833701576,7959.887651180214,-42485.341833702005,7959.887651180294,-42.53464348050299,0.0,-42.53464348050299,0.0,-42.53464348050299,0.0,23879.662953540803,127583.62943154709
132,-42455.43830986293,7956.2868265690895,-42455.43830986248,7956.286826569005,-42455.438309862904,7956.286826569086,-42.23853971600427,0.0,-42.23853971600427,0.0,-42.238539716004254,0.0,23868.860479707182,127493.03054873632
133,-42470.479450171115,7954.19951835851,-42470.47945017066,7954.199518358426,-42470.47945017108,7954.199518358506,-42.29285054277119,0.0,-42.292850542771205,0.0,-42.292850542771205,0.0,23862.59855507544,127538.31690214119
134,-42478.59234294434,7951.861066849432,-42478.592342943884,7951.861066849347,-42478.5923429443,7951.861066849426,-42.50745416729727,0.0,-42.50745416729727,0.0,-42.5074541672973,0.0,23855.583200548204,127563.29939133443
135,-42471.187204022324,7951.256151116208,-42471.18720402186,7951.256151116122,-42471.18720402227,7951.256151116202,-42.53672255069539,0.0,-42.53672255069539,0.0,-42.536722550695416,0.0,23853.768453348534,127541.17177971854
136,-42484.47290686685,7952.63861796613,-42484.47290686639,7952.638617966044,-42484.47290686679,7952.638617966121,-42.666558585155116,0.0,-42.666558585155116,0.0,-42.66655858515513,0.0,23857.915853898296,127581.4183963555
137,-42462.39048182698,7954.373652084406,-42462.390481826485,7954.373652084319,-42462.3904818269,7954.373652084395,-42.337361413321375,0.0,-42.337361413321375,0.0,-42.33736141332136,0.0,23863.120956253122,127514.18352972032
138,-42503.815505071165,7956.631751903014,-42503.815505070685,7956.631751902925,-42503.81550507108,7956.631751903001,-42.60545724316755,0.0,-42.605457243167535,0.0,-42.605457243167564,0.0,23869.89525570894,127639.26288694242
139,-42485.73361072612,7956.886527263804,-42485.733610725634,7956.886527263713,-42485.733610726034,7956.886527263789,-42.51318170840615,0.0,-42.51318170840615,0.0,-42.51318170840612,0.0,23870.659581791308,127584.74037730301
140,-42504.789786055175,7958.529486002654,-42504.78978605467,7958.529486002563,-42504.78978605507,7958.529486002639,-42.66218708322522,0.0,-42.66218708322522,0.0,-42.662187083225234,0.0,23875.588458007856,127642.35591941458
141,-42494.41369615939,7959.273485811017,-42494.4136961589,7959.273485810925,-42494.41369615929,7959.273485811,-42.59100226976581,0.0,-42.59100226976581,0.0,-42.591002269765795,0.0,23877.820457432943,127611.01409528688
142,-42501.160741153595,7960.43982010176,-42501.1607411531,7960.439820101666,-42501.16074115348,7960.439820101739,-42.601152187873396,0.0,-42.60115218787338,0.0,-42.601152187873396,0.0,23881.319460305163,127631.28568002378
143,-42495.286135852264,7960.74822547144,-42495.28613585177,7960.748225471345,-42495.28613585213,7960.748225471418,-42.51915552545299,0.0,-42.519155525453,0.0,-42.51915552545299,0.0,23882.2446764142,127613.41587413252
144,-42498.31759038432,7960.815546330139,-42498.31759038383,7960.815546330045,-42498.3175903842,7960.815546330117,-42.51102798435821,0.0,-42.51102798435821,0.0,-42.51102798435821,0.0,23882.4466389903,127622.48585510542
145,-42476.06233170168,7960.283776757629,-42476.06233170118,7960.283776757535,-42476.062331701534,7960.283776757605,-42.201613190694786,0.0,-42.201613190694786,0.0,-42.201613190694786,0.0,23880.851330272773,127554.7918346765
146,-42479.17901951037,7959.743672057191,-42479.17901950987,7959.743672057097,-42479.17901951022,7959.743672057164,-42.03774243813665,0.0,-42.03774243813663,0.0,-42.03774243813665,0.0,23879.23101617145,127563.65028584487
147,-42499.188693406715,7957.855340425553,-42499.18869340621,7957.855340425458,-42499.18869340657,7957.855340425525,-42.278338433752864,0.0,-42.278338433752864,0.0,-42.278338433752864,0.0,23873.566021276536,127624.40109552078
148,-42481.100848609385,7955.947356699442,-42481.10084860887,7955.947356699347,-42481.100848609225,7955.947356699413,-42.245792602339165,0.0,-42.245792602339165,0.0,-42.245792602339165,0.0,23867.842070098202,127570.0399236345
149,-42506.56324331943,7956.11837845154,-42506.5632433189,7956.118378451443,-42506.56324331926,7956.118378451509,-42.57999035968541,0.0,-42.5799903596854,0.0,-42.5799903596854,0.0,23868.35513535449,127647.42970103664
150,-42492.928847157484,7956.413385307304,-42492.92884715696,7956.413385307206,-42492.92884715732,7956.413385307273,-42.59998646352237,0.0,-42.59998646352237,0.0,-42.599986463522356,0.0,23869.240155921783,127606.58650086231
151,-42512.94382411482,7958.449705256684,-42512.94382411429,7958.449705256585,-42512.94382411464,7958.449705256651,-42.83436486868432,0.0,-42.834364868684304,0.0,-42.834364868684304,0.0,23875.349115769917,127667.33456694981
152,-42511.664412365346,7959.994453144644,-42511.66441236481,7959.994453144544,-42511.66441236518,7959.994453144611,-42.93860307129859,0.0,-42.93860307129859,0.0,-42.93860307129859,0.0,23879.983359433798,127663.80904630924
153,-42530.2231405557,7962.014022778638,-42530.22314055517,7962.014022778539,-42530.223140555536,7962.014022778605,-43.24269909894626,0.0,-43.24269909894626,0.0,-43.24269909894626,0.0,23886.04206833578,127720.39751896323
154,-42531.79458546567,7963.526739883818,-42531.79458546515,7963.526739883718,-42531.79458546552,7963.526739883787,-43.47047693975993,0.0,-43.47047693975993,0.0,-43.47047693975993,0.0,23890.58021965132,127725.79518721563
155,-42534.70452142347,7965.414622721205,-42534.704521422944,7965.414622721106,-42534.704521423315,7965.414622721175,-43.658909967695294,0.0,-43.658909967695294,0.0,-43.65890996769531,0.0,23896.24386816349,127735.0902941728
156,-42511.456849939874,7966.972879893438,-42511.45684993938,7966.972879893342,-42511.45684993974,7966.97287989341,-43.43784322909228,0.0,-43.43784322909228,0.0,-43.437843229092266,0.0,23900.918639680192,127664.68407950627
157,-42541.382496366095,7967.92780988787,-42541.38249636559,7967.927809887775,-42541.382496365964,7967.927809887843,-43.75816646052117,0.0,-43.75816646052117,0.0,-43.75816646052118,0.0,23903.78342966349,127755.42198847921
158,-42522.61976880631,7966.500246416332,-42522.619768805824,7966.500246416239,-42522.619768806195,7966.500246416307,-43.82681422797805,0.0,-43.82681422797805,0.0,-43.82681422797805,0.0,23899.500739248877,127699.33974910228
159,-42517.03703314465,7966.023660754683,-42517.037033144166,7966.023660754591,-42517.037033144545,7966.023660754662,-43.86787842877237,0.0,-43.867878428772386,0.0,-43.867878428772386,0.0,23898.070982263936,127682.71473471966
160,-42519.15787538504,7965.082182390206,-42519.15787538457,7965.082182390116,-42519.15787538494,7965.082182390186,-44.022814193340665,0.0,-44.022814193340636,0.0,-44.022814193340665,0.0,23895.246547170507,127689.54206873458
161,-42485.52951033492,7963.779996796171,-42485.529510334454,7963.779996796083,-42485.529510334825,7963.779996796152,-43.71619298282381,0.0,-43.71619298282383,0.0,-43.71619298282381,0.0,23891.339990388406,127587.73710995266
162,-42477.88161248414,7962.856624129105,-42477.881612483674,7962.856624129016,-42477.88161248404,7962.856624129086,-43.44081466331508,0.0,-43.44081466331508,0.0,-43.440814663315095,0.0,23888.56987238721,127563.9672814418
163,-42498.22393321827,7960.206971009269,-42498.223933217814,7960.20697100918,-42498.22393321817,7960.206971009249,-43.673553417304035,0.0,-43.673553417304035,0.0,-43.673553417304035,0.0,23880.620913027702,127625.69245990616
164,-42488.29479216743,7956.811377868945,-42488.29479216697,7956.811377868857,-42488.29479216731,7956.811377868924,-43.83609591679695,0.0,-43.83609591679695,0.0,-43.836095916796964,0.0,23870.434133606723,127596.39266425213
165,-42491.13963451261,7955.564940583216,-42491.13963451215,7955.564940583128,-42491.139634512496,7955.564940583195,-44.049101017442595,0.0,-44.049101017442595,0.0,-44.049101017442595,0.0,23866.694821749537,127605.56620658956
166,-42504.14038468065,7955.58096062562,-42504.14038468019,7955.580960625532,-42504.14038468053,7955.580960625597,-44.411384651511,0.0,-44.411384651511,0.0,-44.411384651510986,0.0,23866.742881876744,127645.6553079959
167,-42497.57871405942,7956.663083755249,-42497.578714058945,7956.663083755162,-42497.578714059295,7956.6630837552275,-44.540930734512685,0.0,-44.540930734512685,0.0,-44.540930734512685,0.0,23869.989251265637,127626.35893438118
168,-42506.4187668378,7958.984582753011,-42506.41876683733,7958.984582752923,-42506.41876683767,7958.984582752987,-44.70131699979639,0.0,-44.701316999796376,0.0,-44.70131699979639,0.0,23876.95374825892,127653.36025151219
169,-42490.82505112882,7960.851290824163,-42490.82505112835,7960.851290824075,-42490.82505112868,7960.851290824137,-44.529755958626495,0.0,-44.529755958626524,0.0,-44.529755958626524,0.0,23882.553872472374,127606.06442126175
170,-42475.80293284274,7962.32476245439,-42475.80293284227,7962.324762454301,-42475.802932842606,7962.324762454364,-44.14442682050695,0.0,-44.14442682050698,0.0,-44.14442682050698,0.0,23886.974287363057,127559.84207898914
171,-42480.83445407926,7961.89989222924,-42480.83445407879,7961.89989222915,-42480.834454079115,7961.899892229213,-43.98326111422135,0.0,-43.98326111422132,0.0,-43.98326111422135,0.0,23885.699676687604,127574.45314557983
172,-42489.71880876099,7959.275640284395,-42489.71880876052,7959.275640284305,-42489.718808760845,7959.275640284368,-44.12693246916568,0.0,-44.126932469165666,0.0,-44.126932469165666,0.0,23877.82692085307,127601.53722368987
173,-42486.3118619149,7956.446874449083,-42486.31186191442,7956.446874448994,-42486.31186191476,7956.446874449057,-44.302784404934684,0.0,-44.302784404934684,0.0,-44.302784404934684,0.0,23869.340623347132,127591.84393895887
174,-42454.924654340524,7955.138709626189,-42454.92465434004,7955.1387096261,-42454.92465434039,7955.138709626162,-43.99370619913516,0.0,-43.99370619913516,0.0,-43.993706199135175,0.0,23865.416128878453,127496.75508161835
175,-42450.49245012071,7955.132240872936,-42450.492450120226,7955.132240872846,-42450.49245012057,7955.132240872908,-43.68374995644125,0.0,-43.68374995644126,0.0,-43.683749956441275,0.0,23865.39672261869,127482.52860023083
176,-42479.42764139174,7953.855107449744,-42479.42764139126,7953.855107449653,-42479.4276413916,7953.855107449715,-43.93300062824474,0.0,-43.93300062824474,0.0,-43.93300062824474,0.0,23861.56532234911,127570.08192605933
177,-42463.68975476479,7951.862791024431,-42463.68975476432,7951.86279102434,-42463.68975476466,7951.862791024404,-43.92969467286345,0.0,-43.929694672863434,0.0,-43.929694672863434,0.0,23855.588373073173,127522.85834831235
178,-42478.785398249995,7952.117218611097,-42478.78539824953,7952.117218611007,-42478.785398249864,7952.117218611071,-44.12524690063559,0.0,-44.1252469006356,0.0,-44.1252469006356,0.0,23856.351655833176,127568.73193545129
179,-42451.96481668347,7952.743866047749,-42451.964816683016,7952.743866047662,-42451.96481668336,7952.743866047726,-43.80665696102999,0.0,-43.80665696102999,0.0,-43.80665696102999,0.0,23858.23159814314,127487.31442093293
180,-42485.68389254334,7954.442730382407,-42485.6838925429,7954.442730382323,-42485.68389254323,7954.442730382385,-44.004773240596734,0.0,-44.00477324059675,0.0,-44.004773240596734,0.0,23863.328191147113,127589.06599735127
181,-42473.568094891976,7954.397394920998,-42473.56809489153,7954.397394920915,-42473.568094891874,7954.397394920978,-43.953741655746555,0.0,-43.95374165574657,0.0,-43.953741655746555,0.0,23863.19218476289,127552.56550964262
182,-42493.10735826838,7955.496835078726,-42493.10735826793,7955.496835078643,-42493.107358268266,7955.496835078706,-44.168331734139585,0.0,-44.16833173413961,0.0,-44.1683317341396,0.0,23866.490505236074,127611.82707000698
183,-42493.60101883848,7956.143187104917,-42493.60101883804,7956.143187104834,-42493.601018838366,7956.143187104897,-44.31074300159031,0.0,-44.310743001590296,0.0,-44.31074300159031,0.0,23868.429561314646,127613.73528551968
184,-42489.05595878455,7957.590469758247,-42489.055958784105,7957.5904697581645,-42489.05595878443,7957.5904697582255,-44.29501045530384,0.0,-44.295010455303824,0.0,-44.29501045530385,0.0,23872.771409274636,127600.052907719
185,-42506.702362820535,7959.09151343196,-42506.70236282009,7959.091513431877,-42506.70236282041,7959.091513431937,-44.51725334451854,0.0,-44.51725334451852,0.0,-44.51725334451855,0.0,23877.274540295773,127653.6588484946
186,-42507.46444248118,7959.7594546717855,-42507.464442480734,7959.759454671703,-42507.46444248105,7959.759454671763,-44.6949627234016,0.0,-44.69496272340159,0.0,-44.694962723401616,0.0,23879.278364015252,127656.47821561317
187,-42501.305259181274,7960.825813465886,-42501.30525918084,7960.8258134658045,-42501.30525918115,7960.825813465864,-44.71955274846492,0.0,-44.71955274846489,0.0,-44.71955274846492,0.0,23882.477440397553,127638.07443578866
188,-42518.64849848569,7961.826534991767,-42518.64849848523,7961.826534991684,-42518.64849848555,7961.826534991744,-45.01362661505958,0.0,-45.01362661505958,0.0,-45.01362661505958,0.0,23885.479604975193,127690.98637530164
189,-42521.25386121615,7961.984671523513,-42521.25386121567,7961.984671523425,-42521.25386121601,7961.984671523487,-45.318037540596634,0.0,-45.318037540596634,0.0,-45.318037540596634,0.0,23885.954014570423,127699.71569626965
190,-42499.9238462354,7962.702272621369,-42499.92384623492,7962.702272621281,-42499.92384623526,7962.7022726213445,-45.22591457495146,0.0,-45.22591457495143,0.0,-45.22591457495146,0.0,23888.106817863994,127635.44928243043
191,-42481.39041567533,7963.722621894557,-42481.390415674854,7963.722621894468,-42481.390415675196,7963.722621894531,-44.87477083555636,0.0,-44.874770835556376,0.0,-44.87477083555636,0.0,23891.167865683557,127578.79555953205
192,-42503.136127801685,7963.097076384003,-42503.1361278012,7963.097076383914,-42503.13612780154,7963.097076383976,-45.03189215975887,0.0,-45.0318921597589,0.0,-45.0318921597589,0.0,23889.29122915189,127644.50405988368
193,-42484.22230694683,7960.278010889409,-42484.22230694635,7960.278010889319,-42484.22230694667,7960.278010889382,-45.00284595717251,0.0,-45.00284595717251,0.0,-45.00284595717254,0.0,23880.834032668114,127587.67545871137
194,-42477.753916399706,7958.4888681292305,-42477.753916399226,7958.488868129141,-42477.75391639957,7958.488868129203,-44.97616334791937,0.0,-44.97616334791937,0.0,-44.97616334791938,0.0,23875.466604387573,127568.19023924226
195,-42475.510190655536,7956.764716860026,-42475.51019065507,7956.764716859938,-42475.510190655405,7956.764716859998,-45.005001510021444,0.0,-45.005001510021444,0.0,-45.00500151002146,0.0,23870.294150579964,127561.5455764961
196,-42472.71015521445,7955.2752811987575,-42472.71015521397,7955.27528119867,-42472.71015521431,7955.275281198729,-45.04793947072308,0.0,-45.04793947072308,0.0,-45.047939470723065,0.0,23865.825843596158,127553.2742840549
197,-42445.68012981866,7954.344104454387,-42445.68012981817,7954.344104454299,-42445.68012981851,7954.34410445436,-44.68739968450723,0.0,-44.68739968450723,0.0,-44.68739968450723,0.0,23863.032313363045,127471.10258850886
198,-42468.89084625331,7953.950294078777,-42468.890846252805,7953.950294078686,-42468.890846253154,7953.95029407875,-44.78986076755196,0.0,-44.78986076755197,0.0,-44.78986076755197,0.0,23861.850882236213,127541.04212106194
199,-42476.56104357201,7952.201407675764,-42476.561043571506,7952.201407675671,-42476.56104357185,7952.201407675737,-45.04702429524029,0.0,-45.047024295240305,0.0,-45.047024295240305,0.0,23856.60422302717,127564.82420360108
200,-42454.09482189242,7951.769044203797,-42454.094821891915,7951.769044203703,-42454.09482189227,7951.769044203769,-44.881076206150325,0.0,-44.88107620615031,0.0,-44.881076206150325,0.0,23855.30713261127,127496.92769429505
201,-42474.71519607499,7952.94055028186,-42474.71519607449,7952.940550281764,-42474.71519607484,7952.94055028183,-45.02061962925349,0.0,-45.020619629253474,0.0,-45.02061962925349,0.0,23858.821650845453,127559.2074471121
202,-42454.30796277532,7953.233171546813,-42454.30796277482,7953.233171546718,-42454.307962775165,7953.233171546783,-44.777597397540475,0.0,-44.777597397540475,0.0,-44.77759739754049,0.0,23859.699514640313,127497.25668051792
203,-42454.461143269946,7954.237447699101,-42454.461143269444,7954.237447699007,-42454.461143269786,7954.237447699072,-44.54700914390709,0.0,-44.547009143907104,0.0,-44.547009143907104,0.0,23862.71234309718,127497.0244572409
204,-42486.00886425559,7953.949097244299,-42486.00886425509,7953.9490972442045,-42486.00886425543,7953.949097244271,-44.87630687647318,0.0,-44.87630687647318,0.0,-44.87630687647318,0.0,23861.847291732774,127592.65551339553
205,-42478.41769713348,7952.882261627338,-42478.41769713298,7952.882261627245,-42478.41769713332,7952.882261627309,-45.03634397722209,0.0,-45.03634397722209,0.0,-45.03634397722209,0.0,23858.646784881894,127570.36212333146
206,-42491.9795816385,7953.856922035583,-42491.97958163799,7953.856922035488,-42491.97958163832,7953.856922035551,-45.32870256795317,0.0,-45.32870256795317,0.0,-45.32870256795317,0.0,23861.570766106623,127611.92485261866
207,-42491.82405880502,7955.359646956681,-42491.824058804516,7955.359646956586,-42491.824058804836,7955.359646956647,-45.48884032157906,0.0,-45.48884032157906,0.0,-45.48884032157906,0.0,23866.078940869913,127611.93869737911
208,-42504.089629133436,7957.612150960577,-42504.08962913292,7957.612150960482,-42504.08962913324,7957.612150960542,-45.73420559094622,0.0,-45.73420559094623,0.0,-45.73420559094623,0.0,23872.836452881602,127649.47150417243
209,-42482.581117775335,7959.540047655051,-42482.58111777484,7959.540047654957,-42482.581117775146,7959.540047655015,-45.52350008605147,0.0,-45.52350008605147,0.0,-45.52350008605147,0.0,23878.62014296502,127584.31385358347
210,-42494.96203147388,7961.3796737308985,-42494.96203147338,7961.379673730806,-42494.96203147369,7961.379673730864,-45.52982520455966,0.0,-45.529825204559685,0.0,-45.52982520455966,0.0,23884.139021192568,127621.47557003461
211,-42492.97112462987,7960.986926782858,-42492.971124629374,7960.986926782767,-42492.971124629694,7960.986926782825,-45.562979309859045,0.0,-45.562979309859045,0.0,-45.562979309859045,0.0,23882.96078034845,127615.60231181851
212,-42472.87319103353,7960.05045901935,-42472.873191033024,7960.050459019259,-42472.87319103334,7960.050459019316,-45.3422637117429,0.0,-45.3422637117429,0.0,-45.3422637117429,0.0,23880.151377057926,127554.64636423512
213,-42453.387183200946,7958.945715958929,-42453.387183200444,7958.945715958836,-42453.38718320075,7958.945715958893,-44.94112094500959,0.0,-44.94112094500959,0.0,-44.94112094500959,0.0,23876.837147876657,127494.98491243715
214,-42476.48433988068,7956.7403262518765,-42476.48433988017,7956.740326251783,-42476.48433988048,7956.74032625184,-45.11139382390901,0.0,-45.11139382390901,0.0,-45.11139382390901,0.0,23870.220978755497,127564.78720111304
215,-42462.63211114012,7953.237802267521,-42462.63211113961,7953.237802267426,-42462.632111139916,7953.237802267484,-45.15916880143156,0.0,-45.15916880143156,0.0,-45.15916880143156,0.0,23859.71340680243,127523.37383982392
216,-42454.98646955239,7951.732931061111,-42454.986469551855,7951.732931061014,-42454.98646955217,7951.732931061073,-45.11846990126948,0.0,-45.11846990126948,0.0,-45.11846990126948,0.0,23855.1987931832,127500.31481836022
217,-42440.92791183617,7951.209276124468,-42440.92791183564,7951.209276124369,-42440.92791183596,7951.209276124429,-44.8634969039385,0.0,-44.8634969039385,0.0,-44.8634969039385,0.0,23853.627828373264,127457.37422621957
218,-42467.86592470637,7951.0295134273,-42467.86592470584,7951.029513427203,-42467.865924706166,7951.029513427262,-45.082852869186,0.0,-45.082852869186,0.0,-45.082852869186,0.0,23853.088540281766,127538.84633272594
219,-42476.119584052976,7950.180322200309,-42476.11958405245,7950.180322200211,-42476.119584052765,7950.180322200271,-45.39137799386732,0.0,-45.39137799386732,0.0,-45.39137799386732,0.0,23850.54096660079,127564.53288613979
220,-42483.231109489076,7951.048222048041,-42483.23110948854,7951.0482220479425,-42483.23110948887,7951.048222048003,-45.68365152484775,0.0,-45.68365152484775,0.0,-45.68365152484775,0.0,23853.144666143988,127586.74428304103
221,-42470.230671873665,7953.356921659616,-42470.23067187311,7953.356921659516,-42470.23067187345,7953.356921659577,-45.58935920231305,0.0,-45.58935920231305,0.0,-45.58935920231302,0.0,23860.070764978707,127547.46009322717
222,-42496.55719865446,7956.302705363973,-42496.557198653914,7956.302705363871,-42496.55719865425,7956.302705363933,-45.83266432022283,0.0,-45.83266432022283,0.0,-45.832664320222804,0.0,23868.908116091774,127627.1695889233
223,-42472.182269812154,7957.699118047266,-42472.18226981159,7957.699118047162,-42472.18226981192,7957.699118047225,-45.585633751828894,0.0,-45.585633751828894,0.0,-45.585633751828865,0.0,23873.097354141653,127553.30371069115
224,-42503.21485392896,7959.329572226054,-42503.2148539284,7959.32957222595,-42503.21485392874,7959.329572226014,-45.86624324215278,0.0,-45.86624324215278,0.0,-45.86624324215275,0.0,23877.988716678017,127647.24329151257
225,-42509.1903460702,7958.829766546296,-42509.19034606964,7958.829766546191,-42509.19034606998,7958.829766546254,-46.23584437042135,0.0,-46.23584437042135,0.0,-46.23584437042135,0.0,23876.489299638743,127666.2785713211
226,-42516.889081956186,7959.18917696537,-42516.88908195563,7959.189176965267,-42516.88908195597,7959.189176965329,-46.6721168882038,0.0,-46.6721168882038,0.0,-46.6721168882038,0.0,23877.56753089597,127690.68359653238
227,-42478.89446933768,7960.425143891269,-42478.89446933713,7960.425143891163,-42478.894469337465,7960.425143891226,-46.37102289728415,0.0,-46.37102289728415,0.0,-46.371022897284135,0.0,23881.275431673657,127575.79647670414
228,-42485.033975357204,7962.34477911071,-42485.03397535666,7962.344779110605,-42485.03397535697,7962.344779110666,-46.22065139793757,0.0,-46.22065139793757,0.0,-46.22065139793756,0.0,23887.034337331985,127593.76388026464
229,-42488.38533216148,7961.394904771922,-42488.385332160935,7961.394904771818,-42488.385332161255,7961.394904771878,-46.25752402639749,0.0,-46.257524026397476,0.0,-46.25752402639746,0.0,23884.184714315616,127603.92856856289
230,-42474.355395250954,7959.233381581785,-42474.355395250415,7959.233381581682,-42474.355395250735,7959.233381581742,-46.19048690504377,0.0,-46.19048690504377,0.0,-46.19048690504377,0.0,23877.700144745206,127561.63764646724
231,-42489.08310636566,7957.26419834455,-42489.08310636514,7957.26419834445,-42489.08310636545,7957.264198344508,-46.49871831655031,0.0,-46.49871831655031,0.0,-46.49871831655031,0.0,23871.79259503351,127606.74547404588
232,-42476.22761006494,7955.184629864552,-42476.227610064416,7955.184629864456,-42476.227610064736,7955.184629864512,-46.62919073165577,0.0,-46.62919073165577,0.0,-46.62919073165577,0.0,23865.55388959352,127568.57040238909
233,-42483.65964771141,7954.8186351291715,-42483.659647710905,7954.818635129075,-42483.6596477112,7954.8186351291315,-46.88581820070617,0.0,-46.88581820070617,0.0,-46.885818200706154,0.0,23864.455905387378,127591.63639773562
234,-42483.885966791255,7954.884679157259,-42483.885966790745,7954.884679157162,-42483.88596679106,7954.884679157221,-47.10165567823826,0.0,-47.10165567823826,0.0,-47.10165567823826,0.0,23864.654037471646,127592.96286740778
235,-42483.03655475239,7955.740729966938,-42483.03655475189,7955.740729966843,-42483.03655475219,7955.740729966902,-47.240118443562196,0.0,-47.240118443562196,0.0,-47.240118443562196,0.0,23867.222189900684,127590.83001958713
236,-42473.81800126795,7956.843200588911,-42473.81800126747,7956.843200588819,-42473.81800126778,7956.843200588878,-47.17596592708513,0.0,-47.17596592708516,0.0,-47.17596592708516,0.0,23870.529601766608,127562.98190158446
237,-42498.73237245533,7957.649661756383,-42498.73237245483,7957.64966175629,-42498.73237245514,7957.649661756349,-47.55451149386961,0.0,-47.554511493869626,0.0,-47.55451149386961,0.0,23872.948985269024,127638.8606518469
238,-42466.33235154693,7957.313751983447,-42466.33235154646,7957.313751983356,-42466.33235154676,7957.313751983413,-47.35088694225077,0.0,-47.35088694225075,0.0,-47.35088694225077,0.0,23871.941255950216,127541.04971546691
239,-42480.29419462027,7958.037031688082,-42480.2941946198,7958.037031687992,-42480.294194620066,7958.037031688045,-47.44426090109886,0.0,-47.444260901098886,0.0,-47.444260901098886,0.0,23874.111095064116,127583.21536656345
240,-42449.10765153304,7956.9813947610055,-42449.107651532584,7956.981394760916,-42449.107651532846,7956.981394760968,-47.07806557599203,0.0,-47.07806557599204,0.0,-47.078065575992056,0.0,23870.94418428289,127488.55715132646
241,-42438.43781113859,7956.051109996155,-42438.43781113812,7956.051109996066,-42438.437811138385,7956.051109996116,-46.69484603956175,0.0,-46.69484603956175,0.0,-46.69484603956175,0.0,23868.153329988338,127455.39797153378
242,-42433.71509666961,7953.390672206775,-42433.715096669155,7953.390672206688,-42433.715096669424,7953.390672206737,-46.45219818284875,0.0,-46.45219818284875,0.0,-46.45219818284875,0.0,23860.1720166202,127440.50188455672
243,-42457.09390291299,7949.776180414133,-42457.09390291252,7949.7761804140455,-42457.0939029128,7949.7761804140955,-46.800542598363265,0.0,-46.800542598363265,0.0,-46.80054259836328,0.0,23849.32854124227,127511.6833365334
244,-42443.79803758109,7946.510607047807,-42443.79803758062,7946.5106070477195,-42443.798037580906,7946.5106070477705,-46.95294470055212,0.0,-46.95294470055212,0.0,-46.95294470055214,0.0,23839.531821143297,127472.25294684427
245,-42437.83340635419,7946.315247569126,-42437.8334063537,7946.315247569036,-42437.833406353995,7946.31524756909,-46.94078100840899,0.0,-46.94078100840899,0.0,-46.94078100840899,0.0,23838.94574270725,127454.32256208711
246,-42460.00087511941,7947.398425854191,-42460.00087511892,7947.398425854102,-42460.000875119236,7947.398425854158,-47.22683183544646,0.0,-47.22683183544645,0.0,-47.22683183544645,0.0,23842.195277562452,127521.68312086392
247,-42435.40244837061,7948.553505900037,-42435.40244837011,7948.553505899946,-42435.40244837042,7948.553505900001,-46.95966556621829,0.0,-46.95966556621832,0.0,-46.95966556621832,0.0,23845.660517699987,127447.08634180977
248,-42453.16829379197,7950.867239834571,-42453.16829379145,7950.867239834477,-42453.16829379177,7950.867239834534,-46.943248151727886,0.0,-46.943248151727886,0.0,-46.943248151727886,0.0,23852.601719503582,127500.33462583038
249,-42461.34631218613,7951.423168384495,-42461.34631218561,7951.423168384398,-42461.346312185946,7951.423168384459,-47.039853531353,0.0,-47.03985353135302,0.0,-47.03985353135302,0.0,23854.269505153352,127525.15849715177
250,-42443.18652369683,7951.786417327112,-42443.186523696306,7951.786417327013,-42443.18652369664,7951.786417327076,-46.79398356714108,0.0,-46.793983567141126,0.0,-46.793983567141126,0.0,23855.3592519812,127469.9415217912
251,-42469.09365156859,7952.448473867812,-42469.09365156808,7952.448473867715,-42469.0936515684,7952.448473867778,-47.01309227106121,0.0,-47.01309227106121,0.0,-47.01309227106121,0.0,23857.345421603306,127548.32023151827
252,-42476.37936418654,7951.814169811618,-42476.37936418604,7951.81416981152,-42476.37936418635,7951.814169811583,-47.33324978050845,0.0,-47.33324978050845,0.0,-47.33324978050844,0.0,23855.44250943472,127571.13784190043
253,-42454.32644659555,7952.3115443240795,-42454.32644659504,7952.311544323982,-42454.32644659536,7952.311544324044,-47.18843234522711,0.0,-47.18843234522711,0.0,-47.18843234522711,0.0,23856.9346329721,127504.54463682164
254,-42481.59665404803,7953.914043399432,-42481.59665404755,7953.914043399338,-42481.59665404786,7953.914043399398,-47.48333686037137,0.0,-47.48333686037138,0.0,-47.48333686037138,0.0,23861.742130198167,127587.23997272458
255,-42467.73613944548,7954.161201949933,-42467.736139445005,7954.161201949842,-42467.73613944532,7954.1612019499,-47.481749529184626,0.0,-47.481749529184626,0.0,-47.481749529184626,0.0,23862.483605849673,127545.65366692336
