Step,Firm1 Deposits,Firm1 Loans,Firm2 Deposits,Firm2 Loans,Firm3 Deposits,Firm3 Loans,Household1 Deposits,Household1 Loans,Household2 Deposits,Household2 Loans,Household3 Deposits,Household3 Loans,Bank Deposist,Bank Loans
39,-32343.233196303587,6063.557241110907,-32343.233196303587,6063.557241110907,-32343.233196303587,6063.557241110907,-1122.8658598148004,0.0,-1122.8658598148004,0.0,-1122.8658598148004,0.0,18190.67172333272,100398.29716835516
40,-32329.479861686807,6058.507160855914,-32329.479861686807,6058.507160855914,-32329.479861686807,6058.507160855914,-1122.0637361209606,0.0,-1122.0637361209606,0.0,-1122.0637361209606,0.0,18175.52148256774,100354.6307934233
41,-32305.644695467505,6054.7458662263525,-32305.644695467505,6054.7458662263525,-32305.644695467505,6054.7458662263525,-1122.6342212206018,0.0,-1122.6342212206018,0.0,-1122.6342212206018,0.0,18164.237598679058,100284.83675006432
42,-32309.914505045792,6052.316272959211,-32309.914505045792,6052.316272959211,-32309.914505045792,6052.316272959211,-1122.3079496447504,0.0,-1122.3079496447504,0.0,-1122.3079496447504,0.0,18156.948818877634,100296.66736407162
43,-32307.45495449941,6050.056721226072,-32307.45495449941,6050.056721226072,-32307.45495449941,6050.056721226072,-1121.121533346105,0.0,-1121.121533346105,0.0,-1121.121533346105,0.0,18150.170163678216,100285.72946353654
44,-32300.51119438537,6049.046940221034,-32300.51119438537,6049.046940221034,-32300.51119438537,6049.046940221034,-1121.9346966855937,0.0,-1121.9346966855937,0.0,-1121.9346966855937,0.0,18147.1408206631,100267.33767321291
45,-32309.87419456802,6049.1064224495685,-32309.87419456802,6049.1064224495685,-32309.87419456802,6049.1064224495685,-1120.6950918456378,0.0,-1120.6950918456378,0.0,-1120.6950918456378,0.0,18147.319267348706,100291.70785924098
46,-32314.712843181198,6049.403693098511,-32314.712843181198,6049.403693098511,-32314.712843181198,6049.403693098511,-1121.3882925818707,0.0,-1121.3882925818707,0.0,-1121.3882925818707,0.0,18148.211079295535,100308.30340728922
47,-32319.666479515723,6050.404616895343,-32319.666479515727,6050.404616895343,-32319.666479515723,6050.404616895343,-1121.6411442469362,0.0,-1121.6411442469362,0.0,-1121.6411442469362,0.0,18151.21385068603,100323.92287128798
48,-32326.33519452184,6051.858148867726,-32326.33519452184,6051.858148867726,-32326.33519452184,6051.858148867726,-1121.2876063981944,0.0,-1121.2876063981944,0.0,-1121.2876063981944,0.0,18155.57444660318,100342.8684027601
49,-32332.916321506906,6053.430818473969,-32332.916321506906,6053.430818473969,-32332.916321506906,6053.430818473969,-1121.4955388360845,0.0,-1121.4955388360845,0.0,-1121.4955388360845,0.0,18160.292455421906,100363.23558102894
50,-32337.078612615744,6054.966304656091,-32337.078612615744,6054.966304656091,-32337.078612615744,6054.966304656091,-1122.7247544501174,0.0,-1122.7247544501174,0.0,-1122.7247544501174,0.0,18164.898913968274,100379.41010119759
51,-32340.744331927264,6056.363964937974,-32340.744331927264,6056.363964937974,-32340.744331927264,6056.363964937974,-1122.172747151038,0.0,-1122.172747151038,0.0,-1122.172747151038,0.0,18169.091894813922,100388.75123723492
52,-32344.033212863043,6057.437424340541,-32344.033212863043,6057.437424340541,-32344.033212863043,6057.437424340541,-1122.4366985740753,0.0,-1122.4366985740753,0.0,-1122.4366985740753,0.0,18172.31227302162,100399.40973431135
53,-32345.05711026785,6058.14306690308,-32345.05711026785,6058.14306690308,-32345.05711026785,6058.14306690308,-1122.788278572561,0.0,-1122.788278572561,0.0,-1122.788278572561,0.0,18174.429200709237,100403.53616652125
54,-32345.88931007,6058.560644096187,-32345.88931007,6058.560644096187,-32345.88931007,6058.560644096187,-1122.1934050391287,0.0,-1122.1934050391287,0.0,-1122.1934050391287,0.0,18175.681932288564,100404.24814532738
55,-32345.456025654752,6058.695044516982,-32345.456025654752,6058.695044516982,-32345.456025654752,6058.695044516982,-1122.9813321442243,0.0,-1122.9813321442243,0.0,-1122.9813321442243,0.0,18176.085133550947,100405.31207339693
56,-32343.711592154927,6058.641146725162,-32343.711592154927,6058.641146725162,-32343.711592154927,6058.641146725162,-1122.9861495488876,0.0,-1122.9861495488876,0.0,-1122.9861495488876,0.0,18175.923440175487,100400.09322511146
57,-32343.04420294847,6058.446673844994,-32343.04420294847,6058.446673844994,-32343.04420294847,6058.446673844994,-1122.3279002831187,0.0,-1122.3279002831187,0.0,-1122.3279002831187,0.0,18175.340021534983,100396.11630969476
58,-32342.03954274465,6058.105848152725,-32342.03954274465,6058.105848152725,-32342.03954274465,6058.105848152725,-1122.5617845067509,0.0,-1122.5617845067509,0.0,-1122.5617845067509,0.0,18174.317544458176,100393.8039817542
59,-32340.438608661196,6057.743455395804,-32340.438608661196,6057.743455395804,-32340.438608661196,6057.743455395804,-1122.5796553805435,0.0,-1122.5796553805435,0.0,-1122.579655380543,0.0,18173.23036618741,100389.05479212521
60,-32339.884598542973,6057.430579031015,-32339.884598542973,6057.430579031015,-32339.884598542973,6057.430579031015,-1122.052098933273,0.0,-1122.052098933273,0.0,-1122.052098933273,0.0,18172.291737093045,100385.81009242873
61,-32337.980079181616,6057.156837048962,-32337.980079181616,6057.156837048962,-32337.980079181616,6057.156837048962,-1123.235513683399,0.0,-1123.235513683399,0.0,-1123.235513683399,0.0,18171.47051114689,100383.64677859502
62,-32337.44287337709,6056.97310682631,-32337.44287337709,6056.97310682631,-32337.44287337709,6056.97310682631,-1122.163827903385,0.0,-1122.1638279033846,0.0,-1122.163827903385,0.0,18170.919320478926,100378.82010384143
63,-32336.591761377458,6056.787751743564,-32336.591761377458,6056.787751743564,-32336.591761377458,6056.787751743564,-1123.224813780254,0.0,-1123.224813780254,0.0,-1123.224813780254,0.0,18170.36325523069,100379.44972547314
64,-32336.452091675485,6056.632623651132,-32336.452091675485,6056.632623651132,-32336.452091675485,6056.632623651132,-1121.981708427099,0.0,-1121.981708427099,0.0,-1121.981708427099,0.0,18169.8978709534,100375.30140030774
65,-32337.807482051503,6056.496858195616,-32337.807482051503,6056.496858195616,-32337.807482051503,6056.496858195616,-1121.7828420007081,0.0,-1121.7828420007081,0.0,-1121.7828420007081,0.0,18169.49057458685,100378.77097215664
66,-32338.6436877959,6056.415065155676,-32338.6436877959,6056.415065155676,-32338.6436877959,6056.415065155676,-1121.5497059192348,0.0,-1121.5497059192348,0.0,-1121.5497059192348,0.0,18169.245195467025,100380.5801811454
67,-32339.15511068057,6056.494866977566,-32339.15511068057,6056.494866977566,-32339.15511068057,6056.494866977566,-1122.140587758076,0.0,-1122.140587758076,0.0,-1122.140587758076,0.0,18169.484600932698,100383.88709531595
68,-32339.397851761027,6056.715076422693,-32339.397851761027,6056.715076422693,-32339.397851761027,6056.715076422693,-1122.307473183218,0.0,-1122.307473183218,0.0,-1122.307473183218,0.0,18170.14522926808,100385.11597483275
69,-32339.160617224403,6056.986552461933,-32339.160617224406,6056.986552461933,-32339.160617224403,6056.986552461933,-1123.148055342414,0.0,-1123.148055342414,0.0,-1123.148055342414,0.0,18170.9596573858,100386.92601770048
70,-32338.538505448705,6057.2099320732505,-32338.538505448705,6057.2099320732505,-32338.538505448705,6057.2099320732505,-1123.1584282750414,0.0,-1123.1584282750414,0.0,-1123.1584282750414,0.0,18171.629796219753,100385.09080117123
71,-32337.994160929677,6057.300890050443,-32337.994160929677,6057.300890050443,-32337.994160929677,6057.300890050443,-1123.3388676487261,0.0,-1123.3388676487261,0.0,-1123.3388676487261,0.0,18171.902670151325,100383.99908573521
72,-32337.655577256883,6057.223313037568,-32337.655577256883,6057.223313037568,-32337.655577256883,6057.223313037568,-1122.7136887947704,0.0,-1122.7136887947704,0.0,-1122.7136887947704,0.0,18171.669939112708,100381.10779815496
73,-32338.308026551313,6057.019921696172,-32338.308026551313,6057.019921696172,-32338.308026551313,6057.019921696172,-1121.9233906033437,0.0,-1121.9233906033437,0.0,-1121.9233906033437,0.0,18171.059765088517,100380.69425146397
74,-32339.00685569696,6056.781131972903,-32339.00685569696,6056.781131972903,-32339.00685569696,6056.781131972903,-1121.656924760971,0.0,-1121.656924760971,0.0,-1121.656924760971,0.0,18170.34339591871,100381.9913413738
75,-32335.073316775553,6056.651378104709,-32335.073316775553,6056.651378104709,-32335.073316775553,6056.651378104709,-1123.0806649445394,0.0,-1123.0806649445394,0.0,-1123.0806649445394,0.0,18169.954134314128,100374.46194516028
76,-32335.762030213755,6056.69362387511,-32335.762030213755,6056.69362387511,-32335.762030213755,6056.69362387511,-1122.9809549234178,0.0,-1122.9809549234178,0.0,-1122.9809549234178,0.0,18170.08087162533,100376.22895541151
77,-32335.320985720653,6056.566840212753,-32335.320985720653,6056.566840212753,-32335.320985720653,6056.566840212753,-1122.9255365965391,0.0,-1122.9255365965391,0.0,-1122.9255365965391,0.0,18169.70052063826,100374.73956695157
78,-32334.81022855755,6056.417556949833,-32334.81022855755,6056.417556949833,-32334.81022855755,6056.417556949833,-1122.9180642695273,0.0,-1122.9180642695273,0.0,-1122.9180642695273,0.0,18169.2526708495,100373.18487848123
79,-32333.853944670314,6056.277351887634,-32333.853944670314,6056.277351887634,-32333.853944670314,6056.277351887634,-1123.329049848276,0.0,-1123.329049848276,0.0,-1123.329049848276,0.0,18168.8320556629,100371.54898355578
80,-32330.562023422935,6056.159918420144,-32330.562023422935,6056.159918420144,-32330.562023422935,6056.159918420144,-1123.4968247697266,0.0,-1123.4968247697266,0.0,-1123.4968247697266,0.0,18168.479755260436,100362.17654457802
81,-32326.500554775346,6056.035445577373,-32326.500554775346,6056.035445577373,-32326.500554775346,6056.035445577373,-1123.5067122694786,0.0,-1123.5067122694786,0.0,-1123.5067122694786,0.0,18168.10633673212,100350.02180113447
82,-32329.651463624934,6055.724019256915,-32329.651463624934,6055.724019256915,-32329.651463624934,6055.724019256915,-1122.6012947699724,0.0,-1122.6012947699724,0.0,-1122.6012947699724,0.0,18167.172057770746,100356.75827518472
83,-32329.641756098263,6055.116802137711,-32329.641756098263,6055.116802137711,-32329.641756098263,6055.116802137711,-1122.2003725391069,0.0,-1122.2003725391069,0.0,-1122.2003725391069,0.0,18165.350406413134,100355.52638591212
84,-32314.333953835052,6054.747630312357,-32314.333953835052,6054.747630312357,-32314.333953835052,6054.747630312357,-1122.9821045824365,0.0,-1122.9821045824365,0.0,-1122.9821045824365,0.0,18164.242890937072,100311.94817525246
85,-32325.354092612288,6054.679344719423,-32325.354092612288,6054.679344719423,-32325.354092612288,6054.679344719423,-1122.0441870827303,0.0,-1122.0441870827303,0.0,-1122.0441870827303,0.0,18164.03803415827,100342.19483908504
86,-32324.282851487995,6053.784008258103,-32324.282851487995,6053.784008258103,-32324.282851487995,6053.784008258103,-1122.5801098033203,0.0,-1122.5801098033203,0.0,-1122.5801098033203,0.0,18161.35202477431,100340.58888387395
87,-32323.998798550496,6053.410495652942,-32323.998798550485,6053.410495652942,-32323.998798550496,6053.410495652942,-1122.4678248317496,0.0,-1122.4678248317496,0.0,-1122.4678248317496,0.0,18160.231486958823,100339.39987014672
88,-32325.618466588687,6053.462569634094,-32325.618466588687,6053.462569634094,-32325.618466588687,6053.462569634094,-1122.2923607484959,0.0,-1122.2923607484954,0.0,-1122.2923607484959,0.0,18160.38770890228,100343.73248201155
89,-32325.802265374907,6053.770622877966,-32325.802265374907,6053.770622877966,-32325.802265374907,6053.770622877966,-1122.9545047239926,0.0,-1122.9545047239926,0.0,-1122.9545047239926,0.0,18161.3118686339,100346.27031029669
90,-32329.62599403383,6054.254333045718,-32329.62599403383,6054.254333045718,-32329.62599403383,6054.254333045718,-1121.6562280933863,0.0,-1121.6562280933863,0.0,-1121.6562280933863,0.0,18162.762999137154,100353.84666638165
91,-32332.73796743296,6054.693537955536,-32332.73796743296,6054.693537955536,-32332.73796743296,6054.693537955536,-1122.1333359097448,0.0,-1122.1333359097448,0.0,-1122.1333359097448,0.0,18164.080613866612,100364.61391002811
92,-32333.78297929861,6055.204379301036,-32333.78297929861,6055.204379301036,-32333.78297929861,6055.204379301036,-1122.8609020052409,0.0,-1122.8609020052409,0.0,-1122.8609020052409,0.0,18165.61313790311,100369.93164391154
93,-32335.734502862953,6055.791513155187,-32335.734502862953,6055.791513155187,-32335.734502862957,6055.791513155187,-1122.2169187864974,0.0,-1122.2169187864974,0.0,-1122.2169187864974,0.0,18167.374539465563,100373.85426494834
94,-32337.438958292434,6056.286697514089,-32337.438958292434,6056.286697514089,-32337.438958292434,6056.286697514089,-1122.7830363382177,0.0,-1122.7830363382177,0.0,-1122.7830363382177,0.0,18168.860092542265,100380.66598389194
95,-32337.750442192988,6056.670183242997,-32337.750442192988,6056.670183242997,-32337.750442192988,6056.670183242997,-1122.9552148909947,0.0,-1122.9552148909947,0.0,-1122.9552148909947,0.0,18170.01054972899,100382.11697125195
96,-32338.72930504303,6056.952490862886,-32338.72930504303,6056.952490862886,-32338.72930504303,6056.952490862886,-1122.3986387399104,0.0,-1122.3986387399104,0.0,-1122.3986387399104,0.0,18170.857472588657,100383.38383134882
97,-32339.815186027234,6057.081814068178,-32339.815186027234,6057.081814068178,-32339.815186027234,6057.081814068178,-1122.1827985506338,0.0,-1122.1827985506338,0.0,-1122.1827985506338,0.0,18171.245442204534,100385.9939537336
98,-32340.316796339033,6057.1251046837,-32340.316796339033,6057.1251046837,-32340.316796339033,6057.1251046837,-1122.123749037387,0.0,-1122.123749037387,0.0,-1122.123749037387,0.0,18171.375314051096,100387.32163612926
99,-32340.53991386253,6057.168008738974,-32340.53991386253,6057.168008738974,-32340.53991386253,6057.168008738974,-1122.213062871655,0.0,-1122.213062871655,0.0,-1122.213062871655,0.0,18171.50402621692,100388.25893020254
100,-32340.225522149194,6057.229532002155,-32340.225522149198,6057.229532002155,-32340.225522149194,6057.229532002155,-1122.6363924594707,0.0,-1122.6363924594707,0.0,-1122.6363924594707,0.0,18171.688596006465,100388.58574382601
101,-32339.651495077225,6057.296656813414,-32339.651495077225,6057.296656813414,-32339.651495077225,6057.296656813414,-1122.7895269637716,0.0,-1122.7895269637716,0.0,-1122.7895269637716,0.0,18171.889970440243,100387.32306612299
102,-32340.10496620969,6057.321039971593,-32340.10496620969,6057.321039971593,-32340.10496620969,6057.321039971593,-1122.0445299159132,0.0,-1122.0445299159132,0.0,-1122.0445299159132,0.0,18171.96311991478,100386.4484883768
103,-32339.9239267053,6057.267001319573,-32339.9239267053,6057.267001319573,-32339.9239267053,6057.267001319573,-1122.756464379061,0.0,-1122.756464379061,0.0,-1122.756464379061,0.0,18171.80100395872,100388.04117325309
104,-32339.411023393517,6057.210036203814,-32339.411023393517,6057.210036203814,-32339.411023393517,6057.210036203814,-1122.2919049802722,0.0,-1122.2919049802722,0.0,-1122.2919049802722,0.0,18171.63010861144,100385.10878512137
105,-32339.09674117999,6057.15957410386,-32339.09674117999,6057.15957410386,-32339.09674117999,6057.15957410386,-1122.8113168859886,0.0,-1122.8113168859886,0.0,-1122.8113168859886,0.0,18171.478722311578,100385.72417419792
106,-32337.810105356664,6057.096745371333,-32337.810105356664,6057.096745371333,-32337.810105356664,6057.096745371333,-1123.1428251270013,0.0,-1123.1428251270013,0.0,-1123.1428251270013,0.0,18171.290236114,100382.85879145098
107,-32337.428952512288,6057.026813436074,-32337.428952512288,6057.026813436074,-32337.428952512288,6057.026813436074,-1122.6360436719342,0.0,-1122.6360436719342,0.0,-1122.6360436719342,0.0,18171.080440308222,100380.19498855267
108,-32338.031614326585,6056.88866993481,-32338.031614326585,6056.88866993481,-32338.031614326585,6056.88866993481,-1122.0504424424485,0.0,-1122.0504424424485,0.0,-1122.0504424424485,0.0,18170.666009804434,100380.2461703071
109,-32337.53313666283,6056.727955021657,-32337.53313666283,6056.727955021657,-32337.53313666283,6056.727955021657,-1122.8084788527472,0.0,-1122.8084788527472,0.0,-1122.8084788527472,0.0,18170.183865064973,100381.02484654674
110,-32333.126449003663,6056.652827101661,-32333.126449003663,6056.652827101661,-32333.126449003663,6056.652827101661,-1123.417902590399,0.0,-1123.417902590399,0.0,-1123.417902590399,0.0,18169.95848130498,100369.6330547822
111,-32334.61340806688,6056.630263796224,-32334.61340806688,6056.630263796224,-32334.61340806688,6056.630263796224,-1122.838035808008,0.0,-1122.838035808008,0.0,-1122.838035808008,0.0,18169.890791388672,100372.35433162468
112,-32333.351745200678,6056.347092736909,-32333.351745200678,6056.347092736909,-32333.351745200678,6056.347092736909,-1123.3567536072314,0.0,-1123.3567536072314,0.0,-1123.3567536072314,0.0,18169.041278210727,100370.12549642372
113,-32333.615435908185,6056.091140059179,-32333.615435908185,6056.091140059179,-32333.615435908185,6056.091140059179,-1122.0085128321666,0.0,-1122.0085128321666,0.0,-1122.0085128321666,0.0,18168.27342017754,100366.87184622105
114,-32334.058299205557,6055.8613189740245,-32334.058299205557,6055.8613189740245,-32334.058299205557,6055.8613189740245,-1122.6109066728081,0.0,-1122.6109066728081,0.0,-1122.6109066728081,0.0,18167.583956922073,100370.0076176351
115,-32330.210714824007,6055.75291465006,-32330.210714824007,6055.75291465006,-32330.210714824007,6055.75291465006,-1123.2507333223589,0.0,-1123.2507333223589,0.0,-1123.2507333223589,0.0,18167.25874395018,100360.3843444391
116,-32331.88330154734,6055.799452167977,-32331.88330154734,6055.799452167977,-32331.88330154734,6055.799452167977,-1122.9259994562094,0.0,-1122.9259994562094,0.0,-1122.9259994562094,0.0,18167.39835650393,100364.42790301064
117,-32333.150006687614,6055.669507903045,-32333.150006687614,6055.669507903045,-32333.150006687614,6055.669507903045,-1121.840020849459,0.0,-1121.840020849459,0.0,-1121.840020849459,0.0,18167.008523709137,100364.97008261122
118,-32333.414340771582,6055.581251400552,-32333.414340771582,6055.581251400552,-32333.414340771582,6055.581251400552,-1122.9399569135717,0.0,-1122.9399569135717,0.0,-1122.9399569135717,0.0,18166.743754201652,100369.06289305548
119,-32332.73924164005,6055.642322089571,-32332.73924164005,6055.642322089571,-32332.73924164005,6055.642322089571,-1122.982293370345,0.0,-1122.982293370345,0.0,-1122.982293370345,0.0,18166.926966268715,100367.16460503118
120,-32333.781025737964,6055.802598719392,-32333.781025737964,6055.802598719392,-32333.781025737964,6055.802598719392,-1122.4808687315085,0.0,-1122.4808687315085,0.0,-1122.4808687315085,0.0,18167.40779615818,100368.78568340841
121,-32335.39489404327,6055.925538343339,-32335.39489404327,6055.925538343339,-32335.39489404327,6055.925538343339,-1122.0417112842056,0.0,-1122.0417112842056,0.0,-1122.0417112842056,0.0,18167.776615030016,100372.30981598243
122,-32336.596003167077,6056.04931139934,-32336.596003167077,6056.04931139934,-32336.596003167077,6056.04931139934,-1122.1377685264606,0.0,-1122.1377685264606,0.0,-1122.1377685264606,0.0,18168.14793419802,100376.2013150806
123,-32337.44290885453,6056.239707066589,-32337.44290885453,6056.239707066589,-32337.44290885453,6056.239707066589,-1122.2067756182018,0.0,-1122.2067756182023,0.0,-1122.2067756182018,0.0,18168.71912119977,100378.94905341821
124,-32334.47871442799,6056.489062668833,-32334.47871442799,6056.489062668833,-32334.47871442799,6056.489062668833,-1123.2523841786215,0.0,-1123.2523841786215,0.0,-1123.2523841786215,0.0,18169.4671880065,100373.19329581984
