,current_step,rel_equity_losses,system_equity_pre_shock,system_debt,system_equity_losses,system_cash_reserves,system_assets,cum_equity_losses,system_TAS,system_equity,equity_to_pre_shock,asset_class,shock
2378,2,0.073193572,3.45e+11,2.9e+12,-25265169538.0,6354066903.0,3.03e+12,0.607805646,-3.34e+11,1.35e+11,0.392194354,m_14,-0.543090856
2379,3,0.024799488,3.45e+11,2.78e+12,-8560359383.0,4750666890.0,2.91e+12,0.633957089,-1.13e+11,1.26e+11,0.366042911,m_14,-0.543090856
2380,4,0.008226225,3.45e+11,2.75e+12,-2839552376.0,4688121958.0,2.87e+12,0.642456202,-37301209422.0,1.23e+11,0.357543798,m_14,-0.543090856
2381,5,0.002678267,3.45e+11,2.73e+12,-924492070.8,4670981839.0,2.86e+12,0.645224821,-12142416963.0,1.22e+11,0.354775179,m_14,-0.543090856
2382,6,0.00086752,3.45e+11,2.73e+12,-299453098.0,4665393369.0,2.85e+12,0.646121753,-3932920812.0,1.22e+11,0.353878247,m_14,-0.543090856
2383,7,0.000280541,3.45e+11,2.73e+12,-96837902.54,4663582622.0,2.85e+12,0.64641182,-1271824403.0,1.22e+11,0.35358818,m_14,-0.543090856
2384,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.036317509
2385,1,0.000188769,3.45e+11,4.4e+12,-65159738.03,1.12e+11,4.73e+12,0.049876934,-969284998.5,3.28e+11,0.950123066,m_14,-0.036317509
2386,2,2.5e-06,3.45e+11,4.4e+12,-863009.6387,1.12e+11,4.72e+12,0.050063782,-12837717.3,3.28e+11,0.949936218,m_14,-0.036317509
2387,3,3.31e-08,3.45e+11,4.4e+12,-11422.94113,1.12e+11,4.72e+12,0.050066257,-169922.1914,3.28e+11,0.949933743,m_14,-0.036317509
2388,4,4.38e-10,3.45e+11,4.4e+12,-151.1947123,1.12e+11,4.72e+12,0.05006629,-2249.099996,3.28e+11,0.94993371,m_14,-0.036317509
2389,5,5.8e-12,3.45e+11,4.4e+12,-2.001221773,1.12e+11,4.72e+12,0.05006629,-29.76921488,3.28e+11,0.94993371,m_14,-0.036317509
2390,6,7.67e-14,3.45e+11,4.4e+12,-0.026488285,1.12e+11,4.72e+12,0.05006629,-0.394027013,3.28e+11,0.94993371,m_14,-0.036317509
2391,7,1.02e-15,3.45e+11,4.4e+12,-0.0003506,1.12e+11,4.72e+12,0.05006629,-0.005215364,3.28e+11,0.94993371,m_14,-0.036317509
2392,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.235522692
2393,1,0.013372466,3.45e+11,4.34e+12,-4615946468.0,68408231292.0,4.58e+12,0.309775296,-60998574278.0,2.38e+11,0.690224704,m_14,-0.235522692
2394,2,0.000453889,3.45e+11,4.33e+12,-156674847.6,65816364714.0,4.57e+12,0.320941496,-2125855195.0,2.34e+11,0.679058504,m_14,-0.235522692
2395,3,1.84e-05,3.45e+11,4.33e+12,-6347142.884,65729524986.0,4.57e+12,0.321312989,-92962863.1,2.34e+11,0.678687011,m_14,-0.235522692
2396,4,8.29e-07,3.45e+11,4.33e+12,-286292.0322,65726091552.0,4.57e+12,0.321328716,-4308259.283,2.34e+11,0.678671284,m_14,-0.235522692
2397,5,3.88e-08,3.45e+11,4.33e+12,-13394.81467,65725937329.0,4.57e+12,0.321329437,-203234.1507,2.34e+11,0.678670563,m_14,-0.235522692
2398,6,1.84e-09,3.45e+11,4.33e+12,-633.6566441,65725930122.0,4.57e+12,0.321329471,-9637.295535,2.34e+11,0.678670529,m_14,-0.235522692
2399,7,8.71e-11,3.45e+11,4.33e+12,-30.07231276,65725929782.0,4.57e+12,0.321329472,-457.687097,2.34e+11,0.678670528,m_14,-0.235522692
2400,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.163413359
2401,1,0.008111305,3.45e+11,4.36e+12,-2799883879.0,84172473414.0,4.63e+12,0.216491322,-39289712898.0,2.7e+11,0.783508678,m_14,-0.163413359
2402,2,0.000214508,3.45e+11,4.36e+12,-74044499.97,82339867490.0,4.63e+12,0.223759493,-881065357.7,2.68e+11,0.776240507,m_14,-0.163413359
2403,3,5.29e-06,3.45e+11,4.36e+12,-1827419.522,82290501036.0,4.63e+12,0.223931458,-21104029.06,2.68e+11,0.776068542,m_14,-0.163413359
2404,4,1.29e-07,3.45e+11,4.36e+12,-44528.17111,82289317045.0,4.63e+12,0.223935619,-508478.4289,2.68e+11,0.776064381,m_14,-0.163413359
2405,5,3.13e-09,3.45e+11,4.36e+12,-1079.73769,82289288388.0,4.63e+12,0.223935719,-12271.69934,2.68e+11,0.776064281,m_14,-0.163413359
2406,6,7.57e-11,3.45e+11,4.36e+12,-26.12864797,82289287695.0,4.63e+12,0.223935722,-296.3693624,2.68e+11,0.776064278,m_14,-0.163413359
2407,7,1.83e-12,3.45e+11,4.36e+12,-0.631743773,82289287678.0,4.63e+12,0.223935722,-7.159581909,2.68e+11,0.776064278,m_14,-0.163413359
2408,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.203843792
2409,1,0.011573807,3.45e+11,4.35e+12,-3995080162.0,75333324380.0,4.6e+12,0.26833119,-52793981838.0,2.53e+11,0.73166881,m_14,-0.203843792
2410,2,0.000253041,3.45e+11,4.34e+12,-87345496.33,73004188041.0,4.59e+12,0.278206067,-1011775538.0,2.49e+11,0.721793933,m_14,-0.203843792
2411,3,5.23e-06,3.45e+11,4.34e+12,-1803947.532,72946071604.0,4.59e+12,0.278403477,-20519928.77,2.49e+11,0.721596523,m_14,-0.203843792
2412,4,1.07e-07,3.45e+11,4.34e+12,-36970.65628,72944895423.0,4.59e+12,0.278407505,-417691.2622,2.49e+11,0.721592495,m_14,-0.203843792
2413,5,2.19e-09,3.45e+11,4.34e+12,-755.4481047,72944871419.0,4.59e+12,0.278407587,-8509.198373,2.49e+11,0.721592413,m_14,-0.203843792
2414,6,4.47e-11,3.45e+11,4.34e+12,-15.41627257,72944870930.0,4.59e+12,0.278407589,-173.4082195,2.49e+11,0.721592411,m_14,-0.203843792
2415,7,9.11e-13,3.45e+11,4.34e+12,-0.314409471,72944870920.0,4.59e+12,0.278407589,-3.534412585,2.49e+11,0.721592411,m_14,-0.203843792
2416,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.223786806
2417,1,0.012706127,3.45e+11,4.34e+12,-4385937971.0,70973727656.0,4.58e+12,0.294429805,-57959069710.0,2.44e+11,0.705570195,m_14,-0.223786806
2418,2,0.000258794,3.45e+11,4.34e+12,-89331099.82,68471580747.0,4.58e+12,0.305240735,-1021937316.0,2.4e+11,0.694759265,m_14,-0.223786806
2419,3,8.33e-06,3.45e+11,4.34e+12,-2876956.717,68412868866.0,4.58e+12,0.305437051,-38456952.01,2.4e+11,0.694562949,m_14,-0.223786806
2420,4,3.41e-07,3.45e+11,4.34e+12,-117795.8871,68411282737.0,4.58e+12,0.305443831,-1715382.481,2.4e+11,0.694556169,m_14,-0.223786806
2421,5,1.58e-08,3.45e+11,4.34e+12,-5439.004556,68411218738.0,4.58e+12,0.305444123,-81601.20944,2.4e+11,0.694555877,m_14,-0.223786806
2422,6,7.58e-10,3.45e+11,4.34e+12,-261.5574578,68411215798.0,4.58e+12,0.305444137,-3959.716966,2.4e+11,0.694555863,m_14,-0.223786806
2423,7,3.69e-11,3.45e+11,4.34e+12,-12.73270092,68411215657.0,4.58e+12,0.305444137,-193.2665568,2.4e+11,0.694555863,m_14,-0.223786806
2424,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.304687603
2425,1,0.017813821,3.45e+11,4.32e+12,-6149026500.0,53309503024.0,4.52e+12,0.399514251,-81856043026.0,2.07e+11,0.600485749,m_14,-0.304687603
2426,2,0.000512701,3.45e+11,4.31e+12,-176975655.0,50217507842.0,4.52e+12,0.414085533,-2410432263.0,2.02e+11,0.585914467,m_14,-0.304687603
2427,3,1.85e-05,3.45e+11,4.31e+12,-6382560.856,50124138509.0,4.52e+12,0.414494785,-95287438.34,2.02e+11,0.585505215,m_14,-0.304687603
2428,4,7.6e-07,3.45e+11,4.31e+12,-262398.624,50120834473.0,4.52e+12,0.414510418,-4041248.783,2.02e+11,0.585489582,m_14,-0.304687603
2429,5,3.27e-08,3.45e+11,4.31e+12,-11273.49509,50120698719.0,4.52e+12,0.414511074,-175216.0951,2.02e+11,0.585488926,m_14,-0.304687603
2430,6,1.42e-09,3.45e+11,4.31e+12,-490.6407293,50120692888.0,4.52e+12,0.414511103,-7645.293667,2.02e+11,0.585488897,m_14,-0.304687603
2431,7,6.21e-11,3.45e+11,4.31e+12,-21.43126856,50120692634.0,4.52e+12,0.414511104,-334.1864487,2.02e+11,0.585488896,m_14,-0.304687603
2432,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.0921234
2433,1,0.004572705,3.45e+11,4.38e+12,-1578419445.0,99932379712.0,4.68e+12,0.122274955,-22149363868.0,3.03e+11,0.877725045,m_14,-0.0921234
2434,2,0.000102381,3.45e+11,4.38e+12,-35340024.66,98803405360.0,4.68e+12,0.126454193,-502694523.2,3.02e+11,0.873545807,m_14,-0.0921234
2435,3,2.47e-06,3.45e+11,4.38e+12,-852097.0039,98773494201.0,4.68e+12,0.126548679,-12141316.2,3.02e+11,0.873451321,m_14,-0.0921234
2436,4,6.01e-08,3.45e+11,4.38e+12,-20744.24533,98772795732.0,4.68e+12,0.12655096,-295638.1813,3.01e+11,0.87344904,m_14,-0.0921234
2437,5,1.46e-09,3.45e+11,4.38e+12,-505.5904798,98772778797.0,4.68e+12,0.126551015,-7205.626516,3.01e+11,0.873448985,m_14,-0.0921234
2438,6,3.57e-11,3.45e+11,4.38e+12,-12.32416027,98772778385.0,4.68e+12,0.126551017,-175.643205,3.01e+11,0.873448983,m_14,-0.0921234
2439,7,8.7e-13,3.45e+11,4.38e+12,-0.300415554,98772778375.0,4.68e+12,0.126551017,-4.28150607,3.01e+11,0.873448983,m_14,-0.0921234
2440,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.399284191
2441,1,0.107743202,3.45e+11,3.87e+12,-37191111323.0,35160933468.0,4.06e+12,0.437493247,-5.46e+11,1.94e+11,0.562506753,m_14,-0.399284191
2442,2,0.012947618,3.45e+11,3.8e+12,-4469296323.0,20264185427.0,3.96e+12,0.531991178,-65803092970.0,1.62e+11,0.468008822,m_14,-0.399284191
2443,3,0.001442768,3.45e+11,3.79e+12,-498018855.6,18506085658.0,3.95e+12,0.543167824,-7337818778.0,1.58e+11,0.456832176,m_14,-0.399284191
2444,4,0.000159226,3.45e+11,3.79e+12,-54962018.68,18310839994.0,3.95e+12,0.5444089,-809780058.4,1.57e+11,0.4555911,m_14,-0.399284191
2445,5,1.75e-05,3.45e+11,3.79e+12,-6056516.968,18289314631.0,3.95e+12,0.544545738,-89234958.37,1.57e+11,0.455454262,m_14,-0.399284191
2446,6,1.93e-06,3.45e+11,3.79e+12,-667216.9762,18286943289.0,3.95e+12,0.544560814,-9830724.573,1.57e+11,0.455439186,m_14,-0.399284191
2447,7,2.13e-07,3.45e+11,3.79e+12,-73499.5004,18286682071.0,3.95e+12,0.544562474,-1082943.382,1.57e+11,0.455437526,m_14,-0.399284191
2448,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.830260362
2449,1,0.509835046,3.45e+11,2.13e+12,-1.76e+11,7966319006.0,2.27e+12,0.607772454,-2.4e+12,1.35e+11,0.392227546,m_14,-0.830260362
2450,2,0.126344957,3.45e+11,1.57e+12,-43612119249.0,4290860590.0,1.65e+12,0.739790864,-5.65e+11,89819744954.0,0.260209136,m_14,-0.830260362
2451,3,0.022225809,3.45e+11,9.63e+11,-7671969371.0,4025225994.0,1.05e+12,0.757401106,-99313122704.0,83740990467.0,0.242598894,m_14,-0.830260362
2452,4,0.002245107,3.45e+11,9.53e+11,-774972688.3,3976777399.0,1.04e+12,0.759888292,-9988510649.0,82882456629.0,0.240111708,m_14,-0.830260362
2453,5,0.000222852,3.45e+11,9.52e+11,-76924794.76,3971460171.0,1.03e+12,0.760135225,-992405559.2,82797219346.0,0.239864775,m_14,-0.830260362
2454,6,2.21e-05,3.45e+11,9.52e+11,-7634041.611,3970935745.0,1.03e+12,0.760159736,-98523704.38,82788758697.0,0.239840264,m_14,-0.830260362
2455,7,2.2e-06,3.45e+11,9.52e+11,-757679.7482,3970883647.0,1.03e+12,0.760162169,-9779316.248,82787918942.0,0.239837831,m_14,-0.830260362
2456,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.43153332
2457,1,0.137767253,3.45e+11,3.72e+12,-47554900328.0,30739288687.0,3.91e+12,0.450467953,-6.97e+11,1.9e+11,0.549532047,m_14,-0.43153332
2458,2,0.029729778,3.45e+11,3.59e+12,-10262210917.0,13767700198.0,3.74e+12,0.55212405,-1.36e+11,1.55e+11,0.44787595,m_14,-0.43153332
2459,3,0.009418514,3.45e+11,3.54e+12,-3251110031.0,11992868080.0,3.69e+12,0.567439521,-42812638579.0,1.49e+11,0.432560479,m_14,-0.43153332
2460,4,0.003051786,3.45e+11,3.53e+12,-1053424283.0,11653899562.0,3.68e+12,0.572396297,-13867733390.0,1.48e+11,0.427603703,m_14,-0.43153332
2461,5,0.000984151,3.45e+11,3.52e+12,-339712238.4,11544284331.0,3.67e+12,0.573997457,-4471887156.0,1.47e+11,0.426002543,m_14,-0.43153332
2462,6,0.000316788,3.45e+11,3.52e+12,-109349862.2,11508952388.0,3.67e+12,0.574513177,-1439432813.0,1.47e+11,0.425486823,m_14,-0.43153332
2463,7,0.00010191,3.45e+11,3.52e+12,-35177508.51,11497580985.0,3.67e+12,0.574679117,-463058749.9,1.47e+11,0.425320883,m_14,-0.43153332
2464,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.230040498
2465,1,0.013061198,3.45e+11,4.34e+12,-4508502406.0,69606653754.0,4.58e+12,0.302608123,-59578727968.0,2.41e+11,0.697391877,m_14,-0.230040498
2466,2,0.000448702,3.45e+11,4.34e+12,-154884304.7,67055979001.0,4.57e+12,0.31352289,-2101516587.0,2.37e+11,0.68647711,m_14,-0.230040498
2467,3,1.83e-05,3.45e+11,4.34e+12,-6330312.077,66969897598.0,4.57e+12,0.313890583,-92600400.08,2.37e+11,0.686109417,m_14,-0.230040498
2468,4,8.33e-07,3.45e+11,4.34e+12,-287601.1975,66966464310.0,4.57e+12,0.313906275,-4321041.74,2.37e+11,0.686093725,m_14,-0.230040498
2469,5,3.92e-08,3.45e+11,4.34e+12,-13547.36966,66966309001.0,4.57e+12,0.313906999,-205204.2697,2.37e+11,0.686093001,m_14,-0.230040498
2470,6,1.87e-09,3.45e+11,4.34e+12,-645.1573176,66966301694.0,4.57e+12,0.313907033,-9795.625201,2.37e+11,0.686092967,m_14,-0.230040498
2471,7,8.93e-11,3.45e+11,4.34e+12,-30.82224127,66966301347.0,4.57e+12,0.313907035,-468.3071155,2.37e+11,0.686092965,m_14,-0.230040498
2472,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.211481118
2473,1,0.012007437,3.45e+11,4.34e+12,-4144762075.0,73663784295.0,4.59e+12,0.278329082,-54771990766.0,2.49e+11,0.721670918,m_14,-0.211481118
2474,2,0.000255644,3.45e+11,4.34e+12,-88244036.32,71267237060.0,4.59e+12,0.28856306,-1017537566.0,2.46e+11,0.71143694,m_14,-0.211481118
2475,3,5.14e-06,3.45e+11,4.34e+12,-1773353.668,71208596210.0,4.59e+12,0.288761688,-20059052.98,2.46e+11,0.711238312,m_14,-0.211481118
2476,4,1.02e-07,3.45e+11,4.34e+12,-35358.0676,71207442811.0,4.59e+12,0.288765628,-397008.1608,2.46e+11,0.711234372,m_14,-0.211481118
2477,5,2.04e-09,3.45e+11,4.34e+12,-702.8180271,71207419920.0,4.59e+12,0.288765707,-7865.043851,2.46e+11,0.711234293,m_14,-0.211481118
2478,6,4.04e-11,3.45e+11,4.34e+12,-13.95051021,71207419466.0,4.59e+12,0.288765708,-155.8763775,2.46e+11,0.711234292,m_14,-0.211481118
2479,7,8.02e-13,3.45e+11,4.34e+12,-0.276731363,71207419457.0,4.59e+12,0.288765708,-3.089874791,2.46e+11,0.711234292,m_14,-0.211481118
2480,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.465039712
2481,1,0.148464187,3.45e+11,3.68e+12,-51247299193.0,26450416742.0,3.85e+12,0.484040306,-7.51e+11,1.78e+11,0.515959694,m_14,-0.465039712
2482,2,0.05380432,3.45e+11,3.43e+12,-18572331275.0,11794030119.0,3.58e+12,0.569838392,-2.44e+11,1.48e+11,0.430161608,m_14,-0.465039712
2483,3,0.016617757,3.45e+11,3.36e+12,-5736165512.0,9867845954.0,3.49e+12,0.597303197,-75374312175.0,1.39e+11,0.402696803,m_14,-0.465039712
2484,4,0.004963906,3.45e+11,3.33e+12,-1713455466.0,9278000516.0,3.47e+12,0.60560246,-22509032538.0,1.36e+11,0.39439754,m_14,-0.465039712
2485,5,0.00146789,3.45e+11,3.33e+12,-506690388.3,9102271090.0,3.46e+12,0.608065596,-6655647689.0,1.35e+11,0.391934404,m_14,-0.465039712
2486,6,0.000432774,3.45e+11,3.32e+12,-149386318.8,9050346008.0,3.46e+12,0.60879259,-1962218255.0,1.35e+11,0.39120741,m_14,-0.465039712
2487,7,0.000127481,3.45e+11,3.32e+12,-44004266.23,9035040552.0,3.46e+12,0.609006808,-578000106.5,1.35e+11,0.390993192,m_14,-0.465039712
2488,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.202681582
2489,1,0.011507819,3.45e+11,4.35e+12,-3972302315.0,75587386664.0,4.6e+12,0.266809409,-52492978304.0,2.53e+11,0.733190591,m_14,-0.202681582
2490,2,0.000252602,3.45e+11,4.34e+12,-87193729.19,73268634286.0,4.59e+12,0.276629571,-1010695159.0,2.5e+11,0.723370429,m_14,-0.202681582
2491,3,5.24e-06,3.45e+11,4.34e+12,-1808221.724,73210608044.0,4.59e+12,0.276826758,-20585532.68,2.5e+11,0.723173242,m_14,-0.202681582
2492,4,1.08e-07,3.45e+11,4.34e+12,-37211.64862,73209428653.0,4.59e+12,0.276830798,-420796.167,2.5e+11,0.723169202,m_14,-0.202681582
2493,5,2.21e-09,3.45e+11,4.34e+12,-763.5343171,73209404483.0,4.59e+12,0.276830881,-8608.489551,2.5e+11,0.723169119,m_14,-0.202681582
2494,6,4.53e-11,3.45e+11,4.34e+12,-15.64626473,73209403988.0,4.59e+12,0.276830882,-176.1675208,2.5e+11,0.723169118,m_14,-0.202681582
2495,7,9.28e-13,3.45e+11,4.34e+12,-0.320433051,73209403977.0,4.59e+12,0.276830882,-3.605697154,2.5e+11,0.723169118,m_14,-0.202681582
2496,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.508317888
2497,1,0.162280769,3.45e+11,3.61e+12,-56016547017.0,20910740793.0,3.78e+12,0.52734998,-8.21e+11,1.63e+11,0.47265002,m_14,-0.508317888
2498,2,0.057343328,3.45e+11,3.35e+12,-19793936311.0,10154021892.0,3.49e+12,0.61959783,-2.6e+11,1.31e+11,0.38040217,m_14,-0.508317888
2499,3,0.017116603,3.45e+11,3.28e+12,-5908358831.0,8118930434.0,3.4e+12,0.648227492,-77402278574.0,1.21e+11,0.351772508,m_14,-0.508317888
2500,4,0.004931582,3.45e+11,3.25e+12,-1702297685.0,7517346527.0,3.37e+12,0.656580087,-22294964201.0,1.19e+11,0.343419913,m_14,-0.508317888
2501,5,0.001406226,3.45e+11,3.25e+12,-485405253.1,7344529807.0,3.37e+12,0.658970909,-6356823800.0,1.18e+11,0.341029091,m_14,-0.508317888
2502,6,0.000399792,3.45e+11,3.25e+12,-138001267.5,7295293175.0,3.36e+12,0.659651376,-1807207885.0,1.17e+11,0.340348624,m_14,-0.508317888
2503,7,0.000113565,3.45e+11,3.25e+12,-39200746.53,7281298497.0,3.36e+12,0.659844731,-513353202.8,1.17e+11,0.340155269,m_14,-0.508317888
2504,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.173061471
2505,1,0.009826053,3.45e+11,4.35e+12,-3391785659.0,82062422976.0,4.62e+12,0.227993905,-44821596375.0,2.66e+11,0.772006095,m_14,-0.173061471
2506,2,0.000237514,3.45e+11,4.35e+12,-81985633.86,80019523856.0,4.62e+12,0.23641346,-965013873.1,2.64e+11,0.76358654,m_14,-0.173061471
2507,3,5.44e-06,3.45e+11,4.35e+12,-1879140.47,79964724132.0,4.62e+12,0.236601546,-21799355.13,2.64e+11,0.763398454,m_14,-0.173061471
2508,4,1.24e-07,3.45e+11,4.35e+12,-42772.68433,79963488584.0,4.62e+12,0.236605815,-493751.0111,2.64e+11,0.763394185,m_14,-0.173061471
2509,5,2.81e-09,3.45e+11,4.35e+12,-971.1975039,79963460542.0,4.62e+12,0.236605912,-11188.24656,2.64e+11,0.763394088,m_14,-0.173061471
2510,6,6.38e-11,3.45e+11,4.35e+12,-22.02954489,79963459906.0,4.62e+12,0.236605914,-253.562893,2.64e+11,0.763394086,m_14,-0.173061471
2511,7,1.45e-12,3.45e+11,4.35e+12,-0.499478227,79963459892.0,4.62e+12,0.236605914,-5.746963859,2.64e+11,0.763394086,m_14,-0.173061471
2512,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.101585796
2513,1,0.005042387,3.45e+11,4.37e+12,-1740545775.0,97840549849.0,4.67e+12,0.13480081,-24424421428.0,2.99e+11,0.86519919,m_14,-0.101585796
2514,2,0.000109376,3.45e+11,4.37e+12,-37754773.57,96607568207.0,4.67e+12,0.139403566,-537244570.6,2.97e+11,0.860596434,m_14,-0.101585796
2515,3,2.56e-06,3.45e+11,4.37e+12,-883803.7394,96575490633.0,4.67e+12,0.139504405,-12598535.31,2.97e+11,0.860495595,m_14,-0.101585796
2516,4,6.05e-08,3.45e+11,4.37e+12,-20897.27183,96574764077.0,4.67e+12,0.139506769,-297949.8319,2.97e+11,0.860493231,m_14,-0.101585796
2517,5,1.43e-09,3.45e+11,4.37e+12,-494.6946538,96574746971.0,4.67e+12,0.139506825,-7053.442826,2.97e+11,0.860493175,m_14,-0.101585796
2518,6,3.39e-11,3.45e+11,4.37e+12,-11.71236791,96574746566.0,4.67e+12,0.139506826,-166.9974522,2.97e+11,0.860493174,m_14,-0.101585796
2519,7,8.03e-13,3.45e+11,4.37e+12,-0.277305928,96574746556.0,4.67e+12,0.139506826,-3.953888635,2.97e+11,0.860493174,m_14,-0.101585796
2520,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.149071517
2521,1,0.007399423,3.45e+11,4.36e+12,-2554154325.0,87342991228.0,4.64e+12,0.197565729,-35841482882.0,2.77e+11,0.802434271,m_14,-0.149071517
2522,2,0.000134579,3.45e+11,4.36e+12,-46454254.85,85621693757.0,4.64e+12,0.204277681,-662567933.3,2.75e+11,0.795722319,m_14,-0.149071517
2523,3,2.68e-06,3.45e+11,4.36e+12,-925171.5753,85581279810.0,4.64e+12,0.20440116,-13223405.65,2.75e+11,0.79559884,m_14,-0.149071517
2524,4,5.4e-08,3.45e+11,4.36e+12,-18656.10249,85580506071.0,4.64e+12,0.204403623,-266716.8479,2.75e+11,0.795596377,m_14,-0.149071517
2525,5,1.09e-09,3.45e+11,4.36e+12,-376.7608787,85580490551.0,4.64e+12,0.204403673,-5386.517547,2.75e+11,0.795596327,m_14,-0.149071517
2526,6,2.2e-11,3.45e+11,4.36e+12,-7.610036968,85580490237.0,4.64e+12,0.204403674,-108.8004123,2.75e+11,0.795596326,m_14,-0.149071517
2527,7,4.45e-13,3.45e+11,4.36e+12,-0.153715149,85580490231.0,4.64e+12,0.204403674,-2.197660586,2.75e+11,0.795596326,m_14,-0.149071517
2528,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.177088685
2529,1,0.01005471,3.45e+11,4.35e+12,-3470713953.0,81182063106.0,4.62e+12,0.23327489,-45864613968.0,2.65e+11,0.76672511,m_14,-0.177088685
2530,2,0.000240004,3.45e+11,4.35e+12,-82845230.19,79100391479.0,4.61e+12,0.241885568,-973276123.7,2.62e+11,0.758114432,m_14,-0.177088685
2531,3,5.43e-06,3.45e+11,4.35e+12,-1874111.549,79045048092.0,4.61e+12,0.242075278,-21690398.24,2.62e+11,0.757924722,m_14,-0.177088685
2532,4,1.22e-07,3.45e+11,4.35e+12,-42097.96827,79043817060.0,4.61e+12,0.242079527,-484729.7433,2.62e+11,0.757920473,m_14,-0.177088685
2533,5,2.73e-09,3.45e+11,4.35e+12,-943.2617019,79043789492.0,4.61e+12,0.242079622,-10837.71429,2.62e+11,0.757920378,m_14,-0.177088685
2534,6,6.12e-11,3.45e+11,4.35e+12,-21.11272805,79043788875.0,4.61e+12,0.242079624,-242.3554181,2.62e+11,0.757920376,m_14,-0.177088685
2535,7,1.37e-12,3.45e+11,4.35e+12,-0.472347084,79043788861.0,4.61e+12,0.242079624,-5.420012142,2.62e+11,0.757920376,m_14,-0.177088685
2536,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.177850673
2537,1,0.010097974,3.45e+11,4.35e+12,-3485647938.0,81015490628.0,4.62e+12,0.234273977,-46061962839.0,2.64e+11,0.765726023,m_14,-0.177850673
2538,2,0.00024046,3.45e+11,4.35e+12,-83002510.15,78926527729.0,4.61e+12,0.242920793,-974766789.5,2.61e+11,0.757079207,m_14,-0.177850673
2539,3,5.43e-06,3.45e+11,4.35e+12,-1872986.272,78871085197.0,4.61e+12,0.243110797,-21667655.93,2.61e+11,0.756889203,m_14,-0.177850673
2540,4,1.22e-07,3.45e+11,4.35e+12,-41966.88609,78869855137.0,4.61e+12,0.243115041,-482984.1869,2.61e+11,0.756884959,m_14,-0.177850673
2541,5,2.72e-09,3.45e+11,4.35e+12,-937.9482113,78869827661.0,4.61e+12,0.243115136,-10771.17278,2.61e+11,0.756884864,m_14,-0.177850673
2542,6,6.07e-11,3.45e+11,4.35e+12,-20.94059521,78869827047.0,4.61e+12,0.243115138,-240.2545117,2.61e+11,0.756884862,m_14,-0.177850673
2543,7,1.35e-12,3.45e+11,4.35e+12,-0.46730702,78869827033.0,4.61e+12,0.243115138,-5.35936436,2.61e+11,0.756884862,m_14,-0.177850673
2544,0,0.0,3.45e+11,4.4e+12,0.0,1.21e+11,4.74e+12,0.0,0.0,3.45e+11,1.0,m_14,-0.405487997
2545,1,0.109417243,3.45e+11,3.86e+12,-37768961508.0,34261028114.0,4.05e+12,0.444013839,-5.54e+11,1.92e+11,0.555986161,m_14,-0.405487997
